Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,Branch:Origin_End,,,Branch:Target_End,,,Branch:Origin_Other,,,Branch:Target_Other,,
9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.137,156.5,648.754,309.546,121.881,641.953,-999.657,180.144,679.36,706.592,106.117,649.462
10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.132,156.446,648.772,309.544,121.878,641.943,-999.593,180.238,679.349,706.631,105.993,649.491
11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.132,156.444,648.773,309.546,121.881,641.953,-999.541,180.303,679.342,706.64,105.977,649.498
12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.137,156.397,648.795,309.546,121.881,641.953,-999.515,180.419,679.33,706.627,106.015,649.483
13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.144,156.35,648.768,309.543,121.876,641.952,-999.47,180.49,679.344,706.639,105.981,649.497
14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.144,156.347,648.78,309.555,121.877,641.954,-999.424,180.494,679.35,706.638,105.984,649.487
15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.152,156.299,648.812,309.566,121.86,641.954,-999.421,180.485,679.301,706.603,106.103,649.462
16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.175,156.264,648.807,309.553,121.876,641.959,-999.394,180.425,679.298,706.585,106.086,649.462
17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.273,648.823,309.55,121.843,641.938,-999.357,180.403,679.266,706.624,105.935,649.496
18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.235,648.823,309.55,121.838,641.932,-999.316,180.448,679.262,706.623,105.937,649.496
19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.559,121.846,641.931,-999.278,180.416,679.256,706.625,105.928,649.506
20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.551,121.829,641.934,-999.238,180.44,679.254,706.624,105.932,649.496
21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.533,121.859,641.937,-999.207,180.405,679.273,706.624,105.933,649.496
22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.559,121.846,641.931,-999.189,180.47,679.254,706.611,105.916,649.506
23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.542,121.791,641.931,-999.202,180.452,679.242,706.627,105.901,649.509
24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.542,121.791,641.931,-999.203,180.409,679.305,706.628,105.898,649.507
25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.542,121.791,641.931,-999.184,180.463,679.317,706.595,105.881,649.507
26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.542,121.791,641.931,-999.178,180.5,679.307,706.604,105.862,649.504
27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.176,156.224,648.807,309.544,121.792,641.944,-999.186,180.475,679.292,706.602,105.867,649.493
28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.176,156.263,648.807,309.551,121.799,641.929,-999.097,180.355,679.295,706.604,105.862,649.494
29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.194,156.265,648.806,309.542,121.791,641.931,-999.074,180.28,679.262,706.604,105.862,649.494
30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.274,648.823,309.551,121.798,641.929,-999.061,180.323,679.252,706.602,105.869,649.493
31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.169,156.294,648.808,309.553,121.8,641.942,-999.053,180.383,679.236,706.601,105.868,649.493
32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.171,156.334,648.808,309.541,121.789,641.943,-999.024,180.318,679.281,706.602,105.849,649.495
33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.176,156.33,648.827,309.553,121.8,641.942,-998.997,180.246,679.291,706.604,105.842,649.496
34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.171,156.334,648.808,309.538,121.793,641.941,-998.977,180.323,679.269,706.603,105.845,649.5
35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.171,156.373,648.808,309.553,121.8,641.942,-998.563,179.544,678.99,706.604,105.842,649.496
36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.17,156.374,648.809,309.553,121.8,641.942,-998.888,180.082,679.292,706.602,105.867,649.493
37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.178,156.428,648.812,309.546,121.794,641.96,-998.843,180.272,679.266,706.592,105.899,649.496
38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.177,156.43,648.812,309.553,121.8,641.942,-998.831,180.274,679.303,706.602,105.866,649.49
39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.178,156.468,648.813,309.553,121.8,641.942,-998.804,180.207,679.311,706.61,105.877,649.51
40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.177,156.469,648.813,309.558,121.805,641.96,-998.802,180.24,679.266,706.592,105.891,649.509
41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.523,648.817,309.546,121.795,641.951,-998.802,180.259,679.253,706.611,105.906,649.509
42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.166,156.525,648.817,309.542,121.791,641.931,-998.766,180.222,679.297,706.613,105.906,649.507
43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.161,156.568,648.799,309.531,121.808,641.931,-998.766,180.211,679.3,706.594,105.884,649.51
44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.158,156.575,648.82,309.538,121.818,641.948,-998.797,180.253,679.294,706.607,105.927,649.495
45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.176,156.614,648.82,309.538,121.818,641.948,-998.798,180.249,679.304,706.625,105.909,649.508
46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.159,156.635,648.8,309.535,121.814,641.948,-998.799,180.242,679.303,706.589,106.026,649.476
47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.151,156.685,648.802,309.563,121.851,641.948,-998.797,180.257,679.293,706.624,105.912,649.507
48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.111,156.713,648.785,309.554,121.848,641.956,-998.8,180.255,679.264,706.61,105.911,649.508
49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.072,156.795,648.769,309.563,121.855,641.954,-998.838,180.242,679.276,706.588,106.046,649.473
50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.07,156.798,648.77,309.55,121.853,641.953,-998.834,180.244,679.308,706.623,105.939,649.505
51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.055,156.815,648.76,309.54,121.864,641.961,-998.538,179.646,678.978,706.589,106.044,649.474
52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.118,156.747,648.794,309.554,121.848,641.956,-998.828,180.182,679.304,706.627,105.937,649.499
53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.103,156.802,648.787,309.543,121.865,641.956,-998.525,179.772,678.958,706.589,106.044,649.474
54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.127,156.779,648.752,309.552,121.876,641.959,-998.825,180.218,679.297,706.638,105.98,649.5
55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.103,156.803,648.787,309.555,121.877,641.954,-998.837,180.284,679.295,706.643,105.963,649.509
56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.054,156.815,648.76,309.555,121.877,641.954,-998.876,180.264,679.3,706.593,106.11,649.478
57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.081,156.785,648.752,309.555,121.877,641.954,-998.539,179.649,678.968,706.625,106.011,649.498
58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.072,156.795,648.769,309.553,121.876,641.959,-998.886,180.116,679.285,706.625,106.021,649.482
59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.074,156.754,648.769,309.557,121.878,641.95,-998.884,180.275,679.27,706.594,106.12,649.471
60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.099,156.739,648.755,309.556,121.88,641.96,-998.55,179.632,678.972,706.59,106.119,649.466
61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.169,156.623,648.787,309.534,121.869,641.954,-998.925,180.091,679.3,706.591,106.127,649.469
62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.177,156.575,648.806,309.557,121.878,641.95,-998.919,180.274,679.274,706.625,106.011,649.494
63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.15,156.583,648.774,309.556,121.88,641.96,-998.955,180.27,679.249,706.626,106.007,649.494
64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.146,156.544,648.789,309.561,121.883,641.951,-999.001,180.242,679.258,706.622,106.028,649.48
65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.164,156.489,648.791,309.556,121.88,641.96,-998.596,179.368,679.022,706.625,106.01,649.484
66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.175,156.47,648.813,309.559,121.881,641.955,-998.995,179.893,679.302,706.592,106.114,649.472
67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.178,156.429,648.812,309.545,121.897,641.96,-998.995,180.092,679.246,706.591,106.117,649.471
68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.16,156.389,648.813,309.559,121.881,641.955,-999.039,180.052,679.254,706.582,106.136,649.479
69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.168,156.378,648.783,309.556,121.88,641.96,-999.06,179.936,679.233,706.592,106.115,649.463
70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.177,156.329,648.766,309.541,121.878,641.945,-999.057,179.921,679.267,706.589,106.12,649.461
71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.178,156.325,648.778,309.559,121.881,641.955,-999.096,179.896,679.276,706.592,106.115,649.463
72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.179,156.284,648.791,309.54,121.875,641.957,-999.121,179.805,679.261,706.629,105.999,649.491
73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.189,156.271,648.774,309.55,121.874,641.946,-999.191,179.795,679.269,706.59,106.097,649.464
74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.171,156.268,648.788,309.553,121.875,641.941,-999.187,179.84,679.262,706.622,105.998,649.485
75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.17,156.269,648.788,309.553,121.876,641.959,-999.19,179.815,679.266,706.624,105.993,649.486
76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.17,156.232,648.775,309.536,121.88,641.955,-999.181,179.681,679.287,706.626,105.989,649.487
77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.189,156.27,648.774,309.555,121.877,641.954,-999.188,179.613,679.299,706.593,106.093,649.465
78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.176,156.225,648.807,309.553,121.876,641.959,-999.223,179.617,679.302,706.622,105.998,649.485
79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.273,648.824,309.528,121.864,641.958,-999.264,179.657,679.3,706.624,106.01,649.488
80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.215,156.256,648.821,309.541,121.848,641.953,-999.669,180.105,678.999,706.595,105.973,649.49
81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.219,156.254,648.821,309.563,121.851,641.948,-999.666,180.221,678.977,706.612,105.957,649.494
82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.214,156.304,648.845,309.563,121.851,641.948,-999.264,179.721,679.276,706.612,105.957,649.494
83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.199,156.32,648.843,309.563,121.851,641.948,-999.319,179.7,679.304,706.612,105.957,649.494
84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.237,156.334,648.86,309.563,121.851,641.948,-999.325,179.717,679.298,706.597,105.965,649.491
85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.245,156.349,648.863,309.547,121.825,641.947,-999.37,179.716,679.303,706.592,105.977,649.489
86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.245,156.388,648.864,309.533,121.811,641.938,-999.392,179.803,679.292,706.562,106.076,649.469
87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.267,156.419,648.88,309.535,121.814,641.948,-999.385,179.833,679.319,706.61,105.931,649.506
88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.257,156.473,648.884,309.558,121.806,641.96,-999.414,179.871,679.317,706.56,106.079,649.468
89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.274,156.514,648.884,309.558,121.805,641.96,-999.439,179.948,679.312,706.579,105.947,649.491
90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.21,156.651,648.655,309.552,121.808,641.944,-999.432,179.976,679.331,706.601,105.886,649.491
91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.183,156.684,648.647,309.553,121.8,641.942,-999.424,180.039,679.331,706.582,105.926,649.506
92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.168,156.719,648.627,309.544,121.831,641.964,-999.448,180.1,679.325,706.586,105.927,649.475
93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.212,156.804,648.842,309.534,121.785,641.939,-999.443,180.146,679.317,706.601,105.888,649.49
94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.212,156.849,648.846,309.541,121.788,641.943,-999.463,180.252,679.31,706.594,105.903,649.508
95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.222,156.88,648.856,309.541,121.788,641.943,-999.444,180.377,679.33,706.594,105.904,649.508
96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.269,156.928,648.872,309.541,121.788,641.943,-999.43,180.477,679.32,706.594,105.904,649.508
97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.158,157.105,648.916,309.541,121.788,641.943,-999.424,180.528,679.318,706.597,105.889,649.478
98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.227,157.002,648.867,309.539,121.787,641.93,-999.415,180.559,679.331,706.597,105.878,649.511
99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.186,157.069,648.847,309.541,121.791,641.929,-999.42,180.555,679.307,706.601,105.867,649.493
100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.174,157.126,648.837,309.543,121.793,641.947,-999.443,180.623,679.299,706.595,105.883,649.51
101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.182,157.16,648.811,309.551,121.799,641.929,-999.438,180.652,679.318,706.604,105.863,649.494
102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.144,157.226,648.812,309.541,121.789,641.943,-999.433,180.686,679.304,706.611,105.875,649.508
103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.128,157.245,648.795,309.541,121.788,641.943,-999.461,180.734,679.299,706.582,105.908,649.508
104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.096,157.303,648.796,309.558,121.805,641.96,-999.473,180.701,679.315,706.565,105.964,649.472
105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.099,157.302,648.779,309.531,121.809,641.949,-999.474,180.686,679.318,706.595,105.868,649.512
106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.094,157.266,648.76,309.555,121.804,641.946,-999.461,180.724,679.321,706.598,105.857,649.514
107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.094,157.266,648.759,309.53,121.814,641.942,-999.473,180.698,679.316,706.606,105.877,649.501
108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.061,157.286,648.761,309.544,121.792,641.944,-999.462,180.728,679.309,706.611,105.924,649.497
109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.056,157.251,648.773,309.535,121.813,641.948,-999.475,180.699,679.314,706.613,105.931,649.503
110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.057,157.211,648.772,309.535,121.814,641.948,-999.477,180.682,679.318,706.612,105.937,649.496
111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.08,157.144,648.779,309.547,121.825,641.947,-999.506,180.725,679.313,706.611,105.942,649.492
112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.096,157.079,648.768,309.547,121.834,641.932,-999.5,180.748,679.329,706.597,105.945,649.493
113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.106,157.026,648.799,309.559,121.846,641.931,-999.5,180.746,679.34,706.584,106.052,649.454
114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.117,156.972,648.798,309.563,121.851,641.948,-999.5,180.743,679.332,706.616,105.95,649.474
115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.122,156.927,648.798,309.563,121.856,641.954,-999.518,180.701,679.308,706.613,105.951,649.504
116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.027,156.956,648.846,309.528,121.864,641.958,-999.525,180.647,679.326,706.61,105.962,649.493
117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.085,156.837,648.76,309.536,121.859,641.943,-999.54,180.595,679.338,706.612,105.957,649.494
118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.115,156.765,648.786,309.543,121.876,641.952,-999.548,180.543,679.355,706.61,105.961,649.49
119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.159,156.636,648.8,309.545,121.878,641.948,-999.628,180.195,679.569,706.61,105.964,649.493
120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.177,156.574,648.818,309.529,121.889,641.944,-999.584,180.321,679.397,706.607,105.969,649.492
121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.198,156.504,648.816,309.552,121.885,641.958,-999.581,180.401,679.353,706.575,106.103,649.461
122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.215,156.444,648.83,309.544,121.88,641.958,-999.579,180.412,679.346,706.571,106.113,649.459
123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.217,156.442,648.83,309.546,121.881,641.953,-999.584,180.373,679.351,706.605,106.009,649.481
124,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.214,156.405,648.83,309.525,121.872,641.941,-999.595,180.307,679.354,706.606,106.002,649.479
125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.213,156.344,648.846,309.558,121.881,641.955,-999.601,180.256,679.355,706.578,106.152,649.457
126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.213,156.304,648.845,309.54,121.875,641.957,-999.607,180.209,679.355,706.621,106.033,649.479
127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.215,156.303,648.845,309.531,121.868,641.959,-999.583,180.124,679.366,706.59,106.129,649.459
128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.223,156.251,648.841,309.527,121.883,641.935,-999.593,180.059,679.355,706.609,106.056,649.477
129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.217,156.254,648.821,309.548,121.882,641.948,-999.595,180.057,679.345,706.62,106.034,649.479
130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.219,156.214,648.82,309.549,121.882,641.948,-999.678,179.655,679.446,706.589,106.13,649.459
131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.177,156.223,648.807,309.532,121.868,641.959,-999.553,180.024,679.341,706.609,106.056,649.477
132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.234,648.823,309.548,121.882,641.948,-999.526,180.198,679.315,706.589,106.13,649.459
133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.175,156.224,648.807,309.547,121.92,641.935,-999.489,180.211,679.302,706.621,106.031,649.479
134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.176,156.224,648.807,309.545,121.927,641.94,-999.472,180.27,679.29,706.612,106.015,649.488
135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.17,156.231,648.775,309.539,121.875,641.955,-999.42,180.362,679.245,706.624,105.992,649.49
136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.176,156.224,648.806,309.544,121.877,641.945,-999.37,180.409,679.223,706.591,106.115,649.467
137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.171,156.231,648.775,309.545,121.878,641.947,-999.365,180.452,679.222,706.624,106.027,649.481
138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.17,156.27,648.775,309.557,121.878,641.95,-999.316,180.497,679.216,706.59,106.129,649.459
139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.161,156.287,648.766,309.56,121.879,641.945,-999.272,180.53,679.168,706.624,106.027,649.481
140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.177,156.289,648.765,309.54,121.875,641.957,-999.242,180.49,679.17,706.606,106.005,649.481
141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.178,156.328,648.766,309.54,121.875,641.957,-999.195,180.51,679.162,706.606,106.003,649.479
142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.167,156.383,648.77,309.544,121.877,641.945,-999.14,180.566,679.172,706.575,106.103,649.461
143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.166,156.423,648.771,309.552,121.875,641.957,-999.074,180.536,679.164,706.61,105.983,649.486
144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.184,156.424,648.77,309.566,121.859,641.954,-999.003,180.474,679.172,706.61,105.96,649.493
145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.171,156.477,648.781,309.559,121.851,641.946,-998.923,180.464,679.169,706.61,105.964,649.493
146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.166,156.524,648.817,309.551,121.845,641.946,-998.852,180.436,679.198,706.607,105.969,649.492
147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.142,156.592,648.813,309.554,121.848,641.956,-998.802,180.484,679.178,706.624,105.933,649.496
148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.145,156.651,648.782,309.55,121.843,641.938,-998.773,180.443,679.188,706.608,105.968,649.492
149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.115,156.765,648.787,309.554,121.848,641.956,-998.748,180.528,679.196,706.579,106.039,649.484
150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.134,156.784,648.786,309.55,121.843,641.938,-998.716,180.503,679.233,706.589,105.909,649.495
151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.085,156.93,648.863,309.545,121.825,641.949,-998.652,180.559,679.304,706.59,105.904,649.496
152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.15,156.911,648.812,309.547,121.826,641.965,-998.58,180.512,679.32,706.61,105.859,649.512
153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.157,156.944,648.795,309.561,121.809,641.961,-998.542,180.517,679.307,706.597,105.887,649.507
154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.138,157.006,648.813,309.534,121.81,641.944,-998.504,180.501,679.309,706.609,105.868,649.507
155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.147,157.057,648.814,309.535,121.776,641.96,-998.453,180.552,679.286,706.619,105.839,649.5
156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.157,157.09,648.81,309.531,121.77,641.943,-998.383,180.549,679.276,706.596,105.88,649.515
157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.152,157.136,648.809,309.531,121.77,641.943,-998.295,180.514,679.321,706.614,105.85,649.519
