Trajectories
150
,,Snake_94:Head_M1,,,Snake_94:M2,,,Snake_94:M3,,,Snake_94:M4,,,Snake_94:M5,,,Snake_94:M6,,,Snake_94:M7,,,Snake_94:M8,,,Snake_94:M9,,,Snake_94:Vent_M10,,,Branch_1:OriginEnd,,,Branch_1:TargetEnd,,,Branch_1:OriginOther,,,Branch_1:TargetOther,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
12121,0,-84.066,253.015,505.521,-153.978,264.421,497.454,-219.745,254.666,530.564,-292.595,264.335,554.174,-364.29,260.175,558.683,-422.384,214.301,556.679,,,,-555.741,240.433,565.795,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.007,538.055,294.449,260.511,533.798,-922.08,222.961,561.041,690.425,278.359,542.84
12122,0,-84.067,253.014,505.54,-153.987,264.425,497.411,-219.758,254.695,530.567,-292.595,264.334,554.174,-364.264,260.142,558.704,-422.385,214.299,556.687,,,,-555.732,240.418,565.817,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.238,245.954,538.073,294.47,260.534,533.861,-922.08,222.961,561.041,690.414,278.352,542.849
12123,0,-84.0761,253.03,505.545,-153.978,264.421,497.454,-219.764,254.697,530.567,-292.578,264.323,554.174,-364.286,260.168,558.682,-422.384,214.298,556.683,,,,-555.748,240.457,565.806,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.243,245.995,538.056,294.478,260.512,533.862,-922.079,222.962,561.041,690.426,278.352,542.85
12124,0,-84.08,253.049,505.55,-153.93,264.444,497.456,-219.758,254.696,530.567,-292.595,264.334,554.174,-364.269,260.144,558.677,-422.384,214.298,556.682,,,,-555.752,240.464,565.804,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.238,245.958,538.072,294.44,260.498,533.804,-922.045,222.959,561.036,690.414,278.351,542.849
12125,0,-84.1854,253.043,505.602,-153.873,264.279,497.537,-219.748,254.696,530.567,-292.596,264.335,554.174,-364.286,260.169,558.681,-422.372,214.264,556.683,,,,-555.724,240.421,565.814,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.944,538.074,294.47,260.533,533.861,-922.043,222.964,561.036,690.414,278.352,542.849
12126,0,-84.0807,253.045,505.58,-153.875,264.298,497.555,-219.748,254.696,530.567,-292.595,264.334,554.174,-364.286,260.173,558.708,-422.384,214.29,556.688,,,,-555.721,240.413,565.814,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.243,245.998,538.056,294.476,260.5,533.794,-922.043,222.964,561.036,690.426,278.352,542.85
12127,0,-84.1823,253.04,505.621,-153.948,264.441,497.479,-219.736,254.666,530.565,-292.595,264.334,554.174,-364.285,260.172,558.709,-422.385,214.301,556.683,,,,-555.759,240.459,565.808,-635.81,213.747,560.205,,,,,,,,,,,,,,,,-249.239,245.96,538.072,294.455,260.502,533.797,-922.043,222.963,561.036,690.426,278.352,542.85
12128,0,-84.0861,252.982,505.556,-153.93,264.438,497.484,-219.763,254.695,530.572,-292.595,264.334,554.174,-364.267,260.143,558.678,-422.372,214.266,556.682,,,,-555.753,240.465,565.804,-635.792,213.769,560.203,,,,,,,,,,,,,,,,-249.243,245.997,538.056,294.47,260.534,533.861,-922.044,222.962,561.036,690.389,278.383,542.847
12129,0,-84.1958,253.01,505.643,-153.94,264.443,497.478,-219.751,254.688,530.597,-292.578,264.323,554.174,-364.286,260.168,558.68,-422.381,214.288,556.68,,,,-555.731,240.433,565.792,-635.789,213.777,560.203,,,,,,,,,,,,,,,,-249.238,245.958,538.072,294.477,260.539,533.853,-922.044,222.962,561.036,690.426,278.353,542.85
12130,0,-84.0955,252.956,505.566,-153.936,264.441,497.5,-219.752,254.694,530.588,-292.595,264.334,554.174,-364.264,260.143,558.704,-422.385,214.3,556.682,,,,-555.745,240.452,565.809,-635.764,213.736,560.199,,,,,,,,,,,,,,,,-249.243,245.997,538.056,294.458,260.515,533.798,-922.044,222.962,561.036,690.426,278.352,542.85
12131,0,-84.1805,252.976,505.67,-153.936,264.441,497.5,-219.734,254.664,530.585,-292.596,264.335,554.174,-364.286,260.169,558.682,-422.385,214.3,556.682,,,,-555.751,240.462,565.804,-635.787,213.766,560.203,,,,,,,,,,,,,,,,-249.244,246.01,538.055,294.449,260.513,533.795,-922.044,222.962,561.036,690.416,278.331,542.851
12132,0,-84.1832,252.978,505.672,-153.887,264.277,497.573,-219.734,254.663,530.585,-292.558,264.295,554.17,-364.264,260.143,558.704,-422.37,214.266,556.671,,,,-555.731,240.433,565.792,-635.79,213.778,560.203,,,,,,,,,,,,,,,,-249.244,246.009,538.055,294.47,260.54,533.852,-922.044,222.962,561.036,690.425,278.359,542.841
12133,0,-84.1824,252.977,505.672,-153.959,264.402,497.507,-219.734,254.664,530.585,-292.576,264.321,554.174,-364.26,260.138,558.705,-422.366,214.252,556.671,,,,-555.755,240.468,565.781,-635.79,213.777,560.203,,,,,,,,,,,,,,,,-249.244,246.007,538.055,294.477,260.54,533.853,-922.044,222.962,561.036,690.413,278.358,542.84
12134,0,-84.1824,252.977,505.672,-153.96,264.418,497.498,-219.734,254.664,530.585,-292.595,264.335,554.174,-364.287,260.17,558.682,-422.369,214.254,556.678,,,,-555.76,240.478,565.781,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.238,245.954,538.073,294.504,260.525,533.85,-922.044,222.962,561.036,690.425,278.359,542.84
12135,0,-84.1824,252.977,505.672,-153.959,264.416,497.498,-219.729,254.665,530.565,-292.596,264.335,554.174,-364.27,260.142,558.689,-422.369,214.257,556.675,,,,-555.763,240.467,565.808,-635.789,213.775,560.203,,,,,,,,,,,,,,,,-249.243,245.995,538.056,294.451,260.526,533.788,-922.044,222.962,561.036,690.425,278.359,542.84
12136,0,-84.1824,252.977,505.672,-153.958,264.415,497.498,-219.734,254.664,530.585,-292.58,264.309,554.171,-364.282,260.168,558.708,-422.384,214.294,556.688,,,,-555.724,240.42,565.814,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.01,538.055,294.477,260.518,533.853,-922.044,222.962,561.036,690.425,278.359,542.84
12137,0,-84.1675,252.949,505.671,-153.959,264.415,497.498,-219.741,254.664,530.586,-292.577,264.322,554.174,-364.29,260.174,558.682,-422.373,214.269,556.683,,,,-555.753,240.466,565.782,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.009,538.055,294.47,260.54,533.853,-922.044,222.962,561.036,690.425,278.359,542.84
12138,0,-84.0851,252.924,505.583,-153.959,264.415,497.498,-219.734,254.664,530.585,-292.577,264.323,554.174,-364.29,260.173,558.681,-422.367,214.254,556.672,,,,-555.746,240.463,565.825,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.007,538.055,294.47,260.541,533.852,-922.077,222.966,561.04,690.426,278.352,542.85
12139,0,-84.0863,252.919,505.575,-153.981,264.39,497.496,-219.744,254.665,530.565,-292.575,264.305,554.17,-364.263,260.141,558.704,-422.37,214.255,556.682,,,,-555.762,240.464,565.809,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.007,538.055,294.477,260.539,533.853,-922.046,222.957,561.036,690.413,278.358,542.84
12140,0,-84.0528,252.926,505.62,-153.986,264.391,497.474,-219.73,254.665,530.558,-292.574,264.305,554.17,-364.281,260.167,558.709,-422.369,214.257,556.679,,,,-555.749,240.459,565.81,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.007,538.055,294.477,260.539,533.853,-922.077,222.966,561.04,690.413,278.358,542.84
12141,0,-84.0665,252.959,505.591,-153.986,264.392,497.474,-219.729,254.665,530.564,-292.599,264.334,554.148,-364.264,260.143,558.705,-422.368,214.257,556.671,,,,-555.771,240.444,565.782,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.007,538.055,294.47,260.534,533.861,-922.046,222.958,561.036,690.413,278.358,542.84
12142,0,-84.0653,252.959,505.587,-153.969,264.39,497.474,-219.737,254.675,530.551,-292.578,264.324,554.174,-364.282,260.168,558.708,-422.37,214.258,556.682,,,,-555.772,240.444,565.781,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.007,538.055,294.47,260.534,533.861,-922.04,222.936,561.037,690.413,278.358,542.84
12143,0,-84.0484,252.933,505.554,-154,264.404,497.424,-219.745,254.666,530.564,-292.6,264.337,554.174,-364.264,260.143,558.705,-422.383,214.293,556.683,,,,-555.748,240.457,565.81,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.007,538.055,294.47,260.534,533.861,-922.048,222.952,561.037,690.414,278.352,542.849
12144,0,-84.052,252.962,505.467,-154.002,264.404,497.423,-219.758,254.653,530.556,-292.596,264.335,554.174,-364.286,260.169,558.681,-422.373,214.269,556.682,,,,-555.758,240.474,565.782,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.238,245.954,538.073,294.47,260.534,533.861,-922.077,222.966,561.04,690.426,278.352,542.85
12145,0,-84.0444,252.927,505.368,-153.868,264.179,497.482,-219.758,254.653,530.561,-292.6,264.338,554.174,-364.264,260.143,558.704,-422.356,214.222,556.675,,,,-555.752,240.463,565.804,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.942,538.074,294.47,260.534,533.861,-922.045,222.96,561.036,690.426,278.352,542.85
12146,0,-84.0539,252.917,505.355,-153.984,264.396,497.404,-219.758,254.653,530.561,-292.578,264.323,554.174,-364.286,260.169,558.682,-422.382,214.283,556.688,,,,-555.769,240.476,565.785,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.243,245.998,538.056,294.47,260.534,533.861,-922.043,222.963,561.036,690.426,278.352,542.85
12147,0,-84.0584,252.912,505.34,-154.004,264.408,497.423,-219.738,254.675,530.545,-292.594,264.334,554.174,-364.264,260.143,558.704,-422.387,214.305,556.688,,,,-555.732,240.436,565.792,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.239,245.96,538.072,294.47,260.534,533.861,-922.043,222.963,561.036,690.403,278.378,542.858
12148,0,-84.0547,252.918,505.327,-153.99,264.406,497.404,-219.751,254.654,530.554,-292.578,264.323,554.174,-364.26,260.138,558.705,-422.372,214.268,556.678,,,,-555.755,240.467,565.781,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.944,538.074,294.478,260.565,533.859,-922.044,222.962,561.036,690.426,278.353,542.85
12149,0,-84.0491,252.913,505.319,-153.881,264.157,497.46,-219.758,254.653,530.555,-292.574,264.305,554.17,-364.283,260.169,558.708,-422.368,214.253,556.678,,,,-555.752,240.464,565.804,-635.797,213.776,560.18,,,,,,,,,,,,,,,,-249.237,245.945,538.074,294.478,260.566,533.859,-922.105,222.861,561.064,690.426,278.352,542.85
12150,0,-84.0453,252.918,505.293,-154.01,264.395,497.403,-219.742,254.654,530.555,-292.577,264.322,554.174,-364.286,260.174,558.709,-422.37,214.255,556.683,,,,-555.73,240.434,565.793,-635.79,213.776,560.201,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.47,260.535,533.861,-922.072,222.901,561.044,690.428,278.347,542.86
12151,0,-84.0342,252.914,505.277,-153.992,264.411,497.404,-219.757,254.653,530.555,-292.578,264.323,554.174,-364.285,260.172,558.709,-422.384,214.293,556.688,,,,-555.747,240.454,565.803,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.948,538.073,294.451,260.517,533.8,-922.045,222.958,561.036,690.426,278.352,542.85
12152,0,-84.0427,252.94,505.272,-153.989,264.406,497.404,-219.758,254.653,530.555,-292.575,264.305,554.17,-364.285,260.172,558.709,-422.372,214.272,556.675,,,,-555.725,240.421,565.814,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.947,538.073,294.449,260.512,533.797,-922.033,222.95,561.036,690.426,278.352,542.85
12153,0,-84.056,252.943,505.257,-154.015,264.406,497.403,-219.758,254.653,530.555,-292.577,264.322,554.174,-364.263,260.141,558.705,-422.369,214.257,556.678,,,,-555.754,240.467,565.781,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.47,260.534,533.861,-922.103,222.832,561.066,690.426,278.352,542.85
12154,0,-84.0399,252.944,505.256,-153.99,264.406,497.404,-219.758,254.653,530.555,-292.578,264.323,554.174,-364.26,260.137,558.704,-422.355,214.223,556.671,,,,-555.75,240.463,565.81,-635.81,213.747,560.205,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.47,260.534,533.861,-922.135,222.763,561.075,690.414,278.351,542.849
12155,0,-84.0361,252.942,505.251,-154.023,264.402,497.387,-219.758,254.653,530.555,-292.575,264.305,554.17,-364.261,260.139,558.704,-422.367,214.247,556.679,,,,-555.721,240.419,565.823,-635.812,213.741,560.206,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.45,260.514,533.797,-922.075,222.861,561.047,690.391,278.363,542.849
12156,0,-84.0567,252.926,505.249,-154.025,264.402,497.386,-219.758,254.653,530.555,-292.551,264.283,554.174,-364.261,260.139,558.704,-422.357,214.227,556.675,,,,-555.725,240.416,565.802,-635.791,213.771,560.203,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.478,260.565,533.859,-922.039,222.938,561.037,690.414,278.352,542.849
12157,0,-84.0714,252.947,505.229,-154.024,264.402,497.386,-219.758,254.653,530.555,-292.563,264.297,554.171,-364.261,260.139,558.704,-422.368,214.25,556.683,,,,-555.727,240.419,565.801,-635.809,213.75,560.205,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.47,260.535,533.861,-922.032,222.952,561.036,690.417,278.331,542.851
12158,0,-84.0643,252.933,505.232,-154.002,264.428,497.388,-219.756,254.665,530.506,-292.557,264.294,554.17,-364.261,260.139,558.704,-422.371,214.26,556.683,,,,-555.729,240.43,565.792,-635.812,213.742,560.206,,,,,,,,,,,,,,,,-249.243,246,538.056,294.47,260.534,533.861,-922.039,222.938,561.037,690.425,278.359,542.841
12159,0,-84.0712,252.947,505.229,-154.024,264.403,497.387,-219.749,254.654,530.555,-292.577,264.322,554.174,-364.283,260.169,558.708,-422.371,214.26,556.683,,,,-555.744,240.402,565.792,-635.791,213.771,560.203,,,,,,,,,,,,,,,,-249.239,245.96,538.072,294.47,260.534,533.861,-922.048,222.953,561.037,690.413,278.358,542.84
12160,0,-84.0714,252.948,505.229,-154.002,264.427,497.388,-219.742,254.664,530.506,-292.558,264.295,554.17,-364.286,260.174,558.709,-422.37,214.258,556.683,,,,-555.754,240.4,565.795,-635.789,213.778,560.203,,,,,,,,,,,,,,,,-249.243,245.997,538.056,294.447,260.51,533.79,-922.044,222.962,561.036,690.426,278.353,542.85
12161,0,-84.0548,252.97,505.231,-154.001,264.428,497.389,-219.758,254.654,530.554,-292.576,264.321,554.174,-364.285,260.172,558.709,-422.383,214.293,556.683,,,,-555.749,240.456,565.804,-635.789,213.777,560.203,,,,,,,,,,,,,,,,-249.238,245.957,538.072,294.446,260.503,533.796,-922.043,222.964,561.036,690.426,278.352,542.85
12162,0,-84.0523,252.977,505.242,-154.001,264.428,497.389,-219.758,254.653,530.556,-292.595,264.335,554.174,-364.285,260.172,558.709,-422.386,214.303,556.687,,,,-555.723,240.421,565.821,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.243,245.997,538.056,294.477,260.511,533.862,-922.043,222.963,561.036,690.426,278.352,542.85
12163,0,-84.0524,252.977,505.242,-154.001,264.428,497.389,-219.758,254.653,530.555,-292.596,264.335,554.174,-364.285,260.172,558.709,-422.372,214.266,556.683,,,,-555.747,240.453,565.804,-635.789,213.775,560.203,,,,,,,,,,,,,,,,-249.245,246.06,538.082,294.454,260.481,533.798,-922.044,222.962,561.036,690.426,278.352,542.85
12164,0,-84.0524,252.977,505.242,-154.001,264.428,497.389,-219.756,254.666,530.501,-292.595,264.334,554.174,-364.285,260.172,558.709,-422.366,214.251,556.672,,,,-555.773,240.448,565.782,-635.81,213.747,560.205,,,,,,,,,,,,,,,,-249.245,246.02,538.054,294.456,260.484,533.799,-922.04,222.935,561.038,690.414,278.351,542.849
12165,0,-84.0557,252.973,505.257,-154.001,264.428,497.389,-219.758,254.653,530.554,-292.575,264.306,554.17,-364.263,260.142,558.705,-422.368,214.254,556.678,,,,-555.765,240.431,565.804,-635.792,213.769,560.203,,,,,,,,,,,,,,,,-249.238,245.951,538.073,294.456,260.486,533.798,-922.045,222.924,561.039,690.414,278.352,542.849
12166,0,-84.0525,252.977,505.242,-154.001,264.428,497.389,-219.742,254.654,530.555,-292.594,264.333,554.173,-364.282,260.167,558.708,-422.37,214.258,556.683,,,,-555.77,240.442,565.782,-635.789,213.777,560.203,,,,,,,,,,,,,,,,-249.242,245.993,538.056,294.458,260.495,533.798,-922.049,222.95,561.037,690.414,278.351,542.849
12167,0,-84.0622,252.976,505.264,-154.001,264.428,497.389,-219.741,254.654,530.555,-292.578,264.323,554.174,-364.286,260.173,558.709,-422.384,214.294,556.688,,,,-555.75,240.392,565.816,-635.789,213.777,560.203,,,,,,,,,,,,,,,,-249.238,245.957,538.072,294.448,260.509,533.797,-922.043,222.964,561.036,690.426,278.352,542.85
12168,0,-84.0559,252.973,505.258,-153.977,264.427,497.389,-219.739,254.665,530.564,-292.595,264.334,554.174,-364.285,260.172,558.709,-422.372,214.269,556.678,,,,-555.752,240.397,565.795,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.944,538.074,294.45,260.518,533.796,-922.042,222.967,561.035,690.426,278.352,542.85
12169,0,-84.0392,252.996,505.259,-153.976,264.427,497.389,-219.745,254.665,530.565,-292.596,264.335,554.174,-364.285,260.172,558.709,-422.383,214.292,556.682,,,,-555.736,240.387,565.814,-635.789,213.775,560.203,,,,,,,,,,,,,,,,-249.243,245.998,538.056,294.45,260.516,533.796,-922.046,222.99,561.034,690.426,278.352,542.85
12170,0,-84.053,253.001,505.271,-153.977,264.427,497.389,-219.73,254.665,530.559,-292.595,264.334,554.174,-364.285,260.172,558.709,-422.385,214.301,556.682,,,,-555.747,240.453,565.804,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.239,245.96,538.072,294.449,260.51,533.797,-922.039,222.973,561.034,690.426,278.352,542.85
12171,0,-84.0535,253,505.271,-153.977,264.427,497.389,-219.737,254.675,530.55,-292.578,264.323,554.174,-364.285,260.172,558.709,-422.385,214.3,556.682,,,,-555.752,240.465,565.804,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.944,538.074,294.449,260.511,533.796,-922.044,222.962,561.036,690.426,278.352,542.85
12172,0,-84.0534,253,505.271,-153.977,264.427,497.389,-219.722,254.676,530.545,-292.577,264.322,554.174,-364.285,260.172,558.709,-422.371,214.264,556.678,,,,-555.763,240.466,565.808,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.945,538.074,294.47,260.534,533.861,-922.045,222.959,561.036,690.426,278.352,542.85
12173,0,-84.0566,252.997,505.286,-153.977,264.427,497.389,-219.744,254.666,530.559,-292.577,264.322,554.174,-364.263,260.142,558.705,-422.384,214.29,556.688,,,,-555.751,240.462,565.804,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.478,260.565,533.859,-922.044,222.96,561.036,690.426,278.352,542.85
12174,0,-84.0567,252.997,505.287,-153.968,264.431,497.406,-219.73,254.665,530.559,-292.595,264.334,554.174,-364.26,260.137,558.704,-422.385,214.301,556.683,,,,-555.762,240.463,565.808,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.948,538.073,294.485,260.511,533.863,-922.044,222.962,561.036,690.426,278.352,542.85
12175,0,-84.0567,252.997,505.287,-153.972,264.425,497.411,-219.744,254.665,530.559,-292.578,264.323,554.174,-364.283,260.169,558.708,-422.385,214.3,556.682,,,,-555.759,240.475,565.782,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.243,246,538.056,294.469,260.537,533.851,-922.044,222.962,561.036,690.426,278.352,542.85
12176,0,-84.06,252.994,505.302,-154.01,264.399,497.408,-219.745,254.665,530.559,-292.577,264.322,554.174,-364.29,260.175,558.682,-422.372,214.264,556.682,,,,-555.752,240.464,565.805,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.239,245.96,538.072,294.469,260.539,533.851,-922.044,222.962,561.036,690.424,278.358,542.84
12177,0,-84.0319,252.973,505.292,-153.994,264.398,497.409,-219.736,254.665,530.56,-292.577,264.322,554.174,-364.285,260.172,558.707,-422.367,214.251,556.676,,,,-555.75,240.462,565.806,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.944,538.074,294.477,260.581,533.8,-922.044,222.962,561.036,690.414,278.352,542.849
12178,0,-84.0433,252.964,505.301,-153.993,264.399,497.409,-219.736,254.665,530.56,-292.577,264.322,554.174,-364.289,260.173,558.682,-422.37,214.255,556.683,,,,-555.75,240.462,565.806,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.243,245.998,538.056,294.477,260.582,533.799,-922.044,222.962,561.036,690.424,278.358,542.84
12179,0,-84.0404,252.963,505.316,-153.989,264.406,497.404,-219.729,254.675,530.546,-292.577,264.322,554.174,-364.41,260.046,558.871,-422.383,214.293,556.683,,,,-555.758,240.475,565.782,-635.797,213.776,560.18,,,,,,,,,,,,,,,,-249.239,245.96,538.072,294.469,260.583,533.799,-922.044,222.962,561.036,690.426,278.353,542.85
12180,0,-84.0251,252.94,505.309,-153.872,264.181,497.461,-219.722,254.676,530.545,-292.577,264.322,554.174,-364.318,260.195,558.693,-422.386,214.303,556.687,,,,-555.759,240.478,565.782,-635.797,213.776,560.179,,,,,,,,,,,,,,,,-249.243,245.997,538.056,294.457,260.521,533.788,-922.044,222.962,561.036,690.426,278.352,542.85
12181,0,-84.0564,252.94,505.314,-153.855,264.172,497.463,-219.748,254.654,530.556,-292.595,264.334,554.174,-364.263,260.149,558.701,-422.371,214.268,556.675,,,,-555.751,240.462,565.804,-635.77,213.804,560.199,,,,,,,,,,,,,,,,-249.238,245.958,538.072,294.449,260.511,533.797,-922.044,222.962,561.036,690.414,278.351,542.849
12182,0,-84.0573,252.94,505.314,-153.878,264.176,497.462,-219.749,254.653,530.561,-292.578,264.323,554.174,-364.28,260.166,558.708,-422.368,214.254,556.678,,,,-555.763,240.43,565.805,-635.787,213.782,560.203,,,,,,,,,,,,,,,,-249.237,245.944,538.074,294.47,260.534,533.861,-922.044,222.962,561.036,690.425,278.359,542.84
12183,0,-84.041,252.911,505.313,-154.004,264.401,497.402,-219.729,254.675,530.546,-292.577,264.322,554.174,-364.285,260.173,558.709,-422.367,214.253,556.672,,,,-555.75,240.425,565.802,-635.79,213.774,560.203,,,,,,,,,,,,,,,,-249.243,245.998,538.056,294.47,260.534,533.861,-922.044,222.962,561.036,690.414,278.352,542.849
12184,0,-84.0406,252.91,505.313,-153.875,264.186,497.461,-219.748,254.654,530.556,-292.577,264.322,554.174,-364.285,260.172,558.709,-422.37,214.257,556.682,,,,-555.749,240.457,565.804,-635.79,213.774,560.203,,,,,,,,,,,,,,,,-249.245,246.012,538.054,294.449,260.512,533.796,-922.044,222.962,561.036,690.426,278.352,542.85
12185,0,-84.0443,252.912,505.298,-153.845,264.138,497.463,-219.749,254.653,530.556,-292.577,264.322,554.174,-364.285,260.172,558.709,-422.384,214.294,556.688,,,,-555.765,240.434,565.805,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.244,246.009,538.055,294.47,260.535,533.862,-922.044,222.962,561.036,690.426,278.352,542.85
12186,0,-84.0443,252.912,505.298,-154.007,264.374,497.402,-219.749,254.653,530.561,-292.595,264.334,554.174,-364.285,260.172,558.709,-422.372,214.272,556.675,,,,-555.747,240.457,565.812,-635.81,213.747,560.205,,,,,,,,,,,,,,,,-249.238,245.954,538.073,294.47,260.541,533.853,-922.044,222.962,561.036,690.426,278.352,542.85
12187,0,-84.0342,252.914,505.277,-153.863,264.128,497.462,-219.749,254.654,530.556,-292.578,264.323,554.174,-364.285,260.172,558.709,-422.381,214.29,556.675,,,,-555.735,240.458,565.807,-635.812,213.741,560.206,,,,,,,,,,,,,,,,-249.237,245.942,538.074,294.47,260.534,533.861,-922.044,222.962,561.036,690.426,278.352,542.85
12188,0,-84.0341,252.914,505.277,-154.004,264.369,497.402,-219.758,254.653,530.561,-292.577,264.322,554.174,-364.285,260.172,558.709,-422.386,214.3,556.687,,,,-555.721,240.416,565.82,-635.791,213.771,560.203,,,,,,,,,,,,,,,,-249.237,245.945,538.074,294.47,260.534,533.861,-922.044,222.962,561.036,690.426,278.352,542.85
12189,0,-84.0186,252.885,505.276,-154.031,264.386,497.4,-219.742,254.654,530.555,-292.595,264.334,554.174,-364.285,260.172,558.709,-422.386,214.3,556.688,,,,-555.744,240.452,565.812,-635.789,213.779,560.203,,,,,,,,,,,,,,,,-249.237,245.948,538.073,294.47,260.534,533.861,-922.102,222.834,561.066,690.426,278.352,542.85
12190,0,-84.0496,252.89,505.275,-153.86,264.123,497.462,-219.748,254.653,530.561,-292.558,264.295,554.17,-364.285,260.172,558.709,-422.371,214.264,556.678,,,,-555.752,240.465,565.806,-635.789,213.777,560.203,,,,,,,,,,,,,,,,-249.237,245.948,538.073,294.47,260.578,533.808,-922.073,222.864,561.047,690.401,278.383,542.848
12191,0,-84.0278,252.86,505.268,-154.004,264.369,497.402,-219.742,254.654,530.561,-292.576,264.321,554.174,-364.285,260.172,558.709,-422.382,214.29,556.683,,,,-555.751,240.462,565.804,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.47,260.535,533.861,-922.109,222.819,561.068,690.426,278.353,542.85
12192,0,-84.0269,252.859,505.268,-154.04,264.387,497.401,-219.742,254.654,530.555,-292.595,264.335,554.174,-364.285,260.172,558.709,-422.372,214.267,556.683,,,,-555.751,240.462,565.806,-635.789,213.775,560.203,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.456,260.509,533.796,-922.102,222.912,561.047,690.417,278.331,542.851
12193,0,-84.0432,252.888,505.269,-154.012,264.381,497.402,-219.742,254.654,530.555,-292.558,264.295,554.17,-364.285,260.172,558.709,-422.368,214.254,556.676,,,,-555.758,240.475,565.782,-635.797,213.776,560.18,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.47,260.533,533.861,-922.042,222.967,561.035,690.401,278.383,542.848
12194,0,-84.0275,252.86,505.268,-154.01,264.381,497.402,-219.749,254.653,530.561,-292.576,264.321,554.174,-364.263,260.142,558.705,-422.384,214.292,556.688,,,,-555.752,240.463,565.804,-635.79,213.776,560.201,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.448,260.511,533.796,-922.034,222.982,561.033,690.426,278.353,542.85
12195,0,-84.0397,252.891,505.254,-154.011,264.381,497.402,-219.742,254.654,530.561,-292.578,264.323,554.174,-364.26,260.137,558.704,-422.373,214.269,556.683,,,,-555.731,240.432,565.792,-635.789,213.776,560.203,,,,,,,,,,,,,,,,-249.237,245.947,538.074,294.469,260.538,533.85,-922.097,222.844,561.065,690.426,278.352,542.85
