Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,branch:Origin_End,,,branch:Target_End,,,branch:OriginOther,,,branch:Target_Other,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1647,0,447.527,38.0933,294.583,357.166,76.7925,278.53,287.454,27.056,291.758,202.661,2.67477,271.69,100.386,-0.312057,251.4,4.05917,0.569866,250.256,-87.7796,-9.22396,270.118,-184.597,-19.8576,293.792,-291.386,-45.066,283.411,-377.389,-29.9321,287.889,,,,,,,-816.513,-54.4282,287.269,,,
1648,0,448.867,37.1538,294.559,358.745,76.6127,278.64,288.653,28.278,291.881,204.454,3.16309,271.771,102.454,0.136986,251.057,5.77452,1.07907,249.333,-85.9617,-8.72058,269.559,-182.563,-19.7815,293.966,-289.42,-44.7532,283.536,-375.779,-31.0126,287.702,,,,,,,-816.525,-54.4068,287.277,,,
1649,0,450.367,36.3179,294.463,360.172,76.1134,278.745,289.953,29.5651,291.837,206.107,3.64143,271.758,103.912,0.61334,250.848,7.40996,1.2499,248.707,-84.3279,-8.33758,268.764,-180.639,-19.2939,294.058,-287.796,-44.2514,283.583,-373.997,-31.7189,287.542,,,,,,,-816.542,-54.4528,287.265,,,
1650,0,452.392,35.0682,294.504,362.814,77.086,279.377,291.009,30.8051,291.807,207.567,3.80002,271.91,105.75,0.791828,250.511,9.29417,1.84712,248.531,-82.5181,-8.36844,268.096,-178.937,-18.909,294.013,-286.01,-43.7323,283.691,-372.241,-32.8487,287.597,,,,,,,-816.539,-54.461,287.264,,,
1651,0,453.872,34.5791,294.599,364.251,76.5065,279.648,292.046,31.892,291.686,209.249,4.1233,272.265,107.68,0.93006,250.325,10.992,1.85738,247.941,-81.0356,-7.51422,267.51,-176.774,-18.8959,293.915,-284.11,-43.4778,284.187,-370.567,-33.9247,287.614,,,,,,,-816.556,-54.4966,287.265,,,
1652,0,455.565,34.0012,294.792,366.175,76.2477,280.155,293.162,33.1422,291.642,210.848,4.52335,272.462,109.249,1.28608,250.056,12.7449,1.87362,247.187,-79.186,-7.76411,267.065,-175.119,-18.2654,294.038,-282.361,-42.9141,284.402,-368.955,-34.7583,287.587,,,,,,,-816.556,-54.4975,287.265,,,
1653,0,457.423,33.286,295.076,367.98,75.9206,280.429,294.3,34.4935,291.55,212.525,4.81312,272.53,110.813,1.87505,249.746,14.4756,2.27873,246.871,-77.3992,-6.98476,266.24,-173.403,-17.8005,294.199,-280.708,-42.2263,284.478,-367.461,-35.3959,287.43,,,,,,,-816.568,-54.4726,287.267,,,
1654,0,459.247,32.6688,295.176,369.877,75.4878,280.626,295.365,35.8662,291.453,214.073,4.9529,272.931,112.661,2.4155,249.453,16.3516,2.60585,246.456,-75.89,-6.96363,265.771,-171.48,-17.5877,294.392,-278.975,-41.8509,285.068,-365.895,-35.8413,287.277,,,,,,,-816.574,-54.4494,287.281,,,
1655,0,461.047,32.0724,295.22,371.719,75.3166,280.999,296.247,37.1093,291.138,215.694,5.5768,273.317,114.45,2.70522,249.506,17.8402,2.90038,246.458,-74.1917,-6.71203,265.093,-169.831,-16.6837,294.235,-277.315,-41.1249,285.252,-364.624,-36.9489,287.466,,,,,,,-816.574,-54.4491,287.282,,,
1656,0,463.023,31.6471,295.119,373.635,75.1868,281.139,297.376,38.7657,290.865,217.116,5.77875,273.497,115.898,3.04447,249.546,19.7274,3.04026,246.101,-72.5371,-6.33575,264.41,-167.997,-16.514,294.184,-275.521,-40.6937,285.46,-362.619,-37.3748,287.615,,,,,,,-816.585,-54.4239,287.277,,,
1657,0,464.614,30.8466,294.902,375.364,74.8347,281.205,298.234,40.2416,290.425,218.958,6.46384,274.24,117.671,3.9358,249.482,21.4341,3.2971,245.55,-70.7959,-5.87819,263.965,-166.261,-16.1874,294.245,-273.86,-40.1423,285.992,-360.803,-38.0155,287.37,,,,,,,-816.571,-54.4571,287.301,,,
1658,0,466.415,30.3363,294.822,377.295,74.7994,281.183,299.277,41.8071,290.037,220.604,6.62744,274.53,119.55,4.05718,249.565,23.0531,3.87623,245.147,-69.1058,-5.90277,263.546,-164.114,-16.0626,293.936,-272.476,-39.2608,286.27,-359.068,-38.5693,287.238,,,,,,,-816.568,-54.3997,287.263,,,
1659,0,468.265,29.9321,294.718,378.88,74.261,281.164,300.308,43.4209,289.814,222.289,6.9778,275.374,121.224,4.2416,249.536,25.0328,3.90858,244.826,-67.2904,-5.39979,262.786,-162.181,-15.7525,293.837,-270.286,-39.1629,286.733,-356.996,-39.0954,286.929,,,,,,,-816.568,-54.3975,287.263,,,
1660,0,469.985,29.3918,294.712,380.61,74.0073,281.27,301.132,44.803,289.395,223.837,7.31444,275.693,122.776,4.07969,249.754,26.7766,4.21064,244.642,-65.6917,-5.06089,262.146,-160.364,-15.631,293.655,-268.518,-38.7437,286.904,-355.122,-39.7539,286.665,,,,,,,-816.559,-54.4147,287.255,,,
1661,0,471.854,29.18,294.778,382.362,73.5124,281.532,302.251,46.6982,288.662,225.749,8.25863,276.491,124.949,4.61501,250.029,28.5596,4.46641,244.263,-64.0257,-4.85403,261.553,-158.538,-15.2182,293.475,-267.002,-37.5852,287.218,-353.693,-40.3039,286.425,,,,,,,-816.551,-54.3628,287.262,,,
1662,0,473.734,28.6769,294.795,384.348,73.307,282.006,302.986,48.8112,288.003,227.271,8.60933,277.067,126.567,4.70866,250.221,30.37,4.8654,244.248,-62.2045,-4.42715,261.096,-156.504,-14.7294,293.262,-264.948,-37.434,287.511,-351.857,-41.1666,286.11,,,,,,,-816.551,-54.361,287.262,,,
1663,0,475.61,28.2102,294.76,386.244,72.9274,282.263,304.25,51.5241,287.375,228.901,8.85689,277.539,128.155,5.19862,250.313,32.1761,5.00558,243.971,-60.4928,-4.02369,260.736,-154.731,-14.4368,292.982,-263.651,-36.3548,287.87,-350.185,-41.7505,285.665,,,,,,,-816.552,-54.2906,287.265,,,
1664,0,477.523,27.6679,294.73,387.978,72.4012,282.549,305.696,54.5975,287.243,230.714,9.34431,278.106,130.091,5.49982,250.531,33.8482,5.07994,243.746,-58.8691,-3.78551,260.218,-152.745,-14.0284,292.737,-261.734,-35.7415,288.001,-348.015,-43.3897,285.281,,,,,,,-816.526,-54.2705,287.263,,,
1665,0,479.425,27.1751,294.641,390.006,71.9075,282.986,306.706,55.8652,286.993,232.247,9.59059,278.533,131.964,6.10261,250.773,35.6539,5.2737,243.585,-56.9532,-3.27143,259.445,-150.928,-13.4307,292.289,-259.552,-35.4441,288.162,-345.715,-44.5527,285.233,,,,,,,-816.535,-54.253,287.264,,,
1666,0,481.308,26.6378,294.52,391.834,71.2436,283.325,,,,234.357,9.30985,279.407,133.709,6.87718,250.972,37.422,5.42083,243.37,-55.103,-3.27897,259.048,-149.267,-13.1877,291.952,-258.043,-34.6044,288.691,-343.773,-45.0793,284.935,,,,,,,-816.503,-54.2435,287.241,,,
1667,0,483.383,26.4943,294.401,393.686,70.5678,283.563,309.028,55.29,286.051,236.087,9.59158,280.064,135.448,7.26716,251.046,39.3654,6.04503,243.376,-53.5479,-2.68387,258.813,-147.301,-12.8145,291.593,-256.102,-34.1767,288.774,-342.013,-45.3876,284.572,,,,,,,-816.486,-54.1965,287.253,,,
1668,0,485.384,26.1128,294.214,395.383,69.6191,283.864,310.035,56.7172,285.478,237.723,10.1946,280.736,137.344,7.40103,251.273,41.4195,6.45826,243.176,-51.6301,-2.15241,258.359,-145.42,-12.0781,291.211,-254.328,-33.3752,289.049,-340.466,-45.4592,284.219,,,,,,,-816.503,-54.1584,287.25,,,
1669,0,487.436,26.0614,294.049,397.274,69.3336,284.131,311.01,58.871,284.658,239.576,10.297,281.621,139.092,7.35284,251.851,43.2267,6.68382,243.121,-49.8635,-2.26825,258.111,-143.723,-11.8803,290.878,-252.684,-32.6237,289.333,-338.976,-45.3676,283.929,,,,,,,-816.486,-54.122,287.249,,,
1670,0,489.373,25.6715,294.014,399.149,68.6001,284.389,312.672,59.7871,283.743,241.277,10.5369,282.408,140.873,7.78248,251.942,45.0755,6.80965,242.805,-48.0363,-1.77823,257.657,-141.681,-11.2359,290.229,-250.72,-31.9597,289.344,-337.483,-44.9535,283.693,,,,,,,-816.486,-54.1215,287.249,,,
1671,0,491.673,25.9622,293.952,400.974,67.6414,284.755,314.121,61.1244,283.119,242.862,11.2572,282.754,142.704,8.08947,252.16,46.9478,7.00723,242.823,-46.2621,-1.28398,257.242,-139.936,-10.7994,289.847,-249.175,-31.1141,289.524,-335.698,-45.1717,283.597,,,,,,,-816.494,-54.1041,287.251,,,
1672,0,493.641,25.4569,293.847,402.616,66.3197,285.192,315.39,62.3156,282.229,244.417,12.2094,283.682,144.599,8.695,252.859,48.8751,7.36895,242.883,-44.4009,-1.0969,256.787,-138.564,-10.989,289.153,-247.094,-30.794,289.871,-333.806,-45.4484,283.101,,,,,,,-816.48,-54.0593,287.231,,,
1673,0,495.817,25.3735,293.829,404.499,65.2566,285.768,316.91,63.873,281.696,246.633,12.645,284.056,146.276,8.98039,253.135,50.6764,7.62875,242.58,-42.5412,-0.683727,256.205,-136.131,-9.91913,288.484,-245.201,-30.4115,289.883,-331.75,-45.6631,282.762,,,,,,,-816.495,-54.0314,287.253,,,
1674,0,497.986,25.2317,293.821,406.26,63.9066,286.064,318.564,65.1606,281.161,247.85,14.0476,284.578,148.292,9.23927,253.633,52.2597,7.92345,242.557,-40.8356,-0.86392,255.918,-134.187,-9.07512,287.949,-243.161,-29.2358,290.033,-329.399,-46.8545,282.465,,,,,,,-816.495,-54.0311,287.253,,,
1675,0,499.953,25.0909,293.775,408.062,62.6605,286.335,320.211,66.3594,280.663,249.618,14.7127,285.349,149.931,9.935,253.637,54.2554,8.3873,242.812,-38.9288,-0.275739,255.511,-132.437,-8.817,287.501,-241.681,-28.8282,290.213,-327.508,-47.0042,282.238,,,,,,,-816.495,-54.0205,287.266,,,
1676,0,502.475,25.2748,293.871,409.86,61.293,286.728,321.568,67.325,279.934,251.367,15.3483,285.872,151.769,10.3006,254.171,56.2692,8.71623,242.766,-37.1794,0.285659,255.295,-130.808,-8.75957,286.902,-239.485,-28.8854,290.511,-325.89,-46.695,281.882,,,,,,,-816.509,-53.9935,287.289,,,
1677,0,504.672,25.3167,293.843,411.941,60.5004,287.274,323.207,68.4271,279.221,253.122,16.1287,286.506,153.763,10.1786,254.533,57.8999,8.78234,242.631,-35.3293,0.366679,255.046,-129.243,-8.26581,286.5,-237.959,-27.5355,290.754,-324.033,-46.8897,281.531,,,,,,,-816.527,-54.0287,287.29,,,
1678,0,507.25,25.3805,293.808,413.566,59.1094,287.539,325.011,69.5742,278.648,255.03,17.0252,287.384,155.404,10.4639,254.633,60.1171,9.37518,242.821,-33.4945,0.736584,254.964,-127.567,-8.02137,286.13,-236.215,-26.7389,290.789,-322.496,-46.2932,281.007,,,,,,,-816.544,-53.9943,287.293,,,
1679,0,509.21,25.636,293.722,415.051,57.4748,287.778,326.79,70.4723,277.933,256.491,17.6006,287.893,157.167,10.9006,254.956,61.9655,9.85634,242.82,-31.6499,1.31635,254.678,-126.02,-7.60531,285.572,-234.238,-26.6316,290.754,-320.623,-46.4178,280.842,,,,,,,-816.546,-53.9843,287.273,,,
1680,0,511.372,25.8049,293.829,416.903,56.2182,288.137,328.461,71.2047,277.264,258.075,18.3008,288.367,159.171,11.7827,255.324,63.654,10.1139,242.768,-29.8557,1.55898,254.494,-124.295,-7.06735,284.848,-232.446,-25.929,290.964,-318.839,-46.2651,280.587,,,,,,,-816.536,-54.0123,287.298,,,
1681,0,513.491,26.1108,293.684,418.891,55.0568,288.554,330.35,71.9882,276.644,259.846,19.0896,288.798,160.886,12.4213,255.585,65.5222,10.5848,242.932,-28.1502,1.88014,254.219,-122.588,-6.80839,284.419,,,,-317.195,-45.9556,280.571,,,,,,,-816.556,-53.9699,287.281,,,
1682,0,515.696,26.3214,293.586,420.758,53.7577,288.908,332.292,72.7682,276.174,261.759,20.1066,289.527,162.476,12.8829,256.142,67.3643,10.8553,242.957,-26.3036,2.27201,254.058,-120.826,-6.29372,283.81,,,,-315.391,-45.7163,280.406,,,,,,,-816.573,-54.0026,287.276,,,
1683,0,517.969,26.8081,293.423,422.533,52.3812,289.209,334.261,73.3284,275.764,263.419,20.9601,290.118,164.363,12.9356,256.668,68.863,10.8199,242.892,-24.4489,2.4347,253.691,-119.233,-6.07557,283.039,,,,-313.448,-46.0846,280.292,,,,,,,-816.569,-54.0145,287.295,,,
1684,0,520.437,27.5699,293.375,424.346,50.9393,289.465,336.191,73.782,275.657,264.894,21.5154,290.536,166.185,13.2889,257.169,71.3613,11.8676,242.958,-22.8288,2.64283,253.418,-117.526,-5.95327,282.486,,,,-311.528,-46.481,280.425,,,,,,,-816.57,-54.0139,287.302,,,
1685,0,522.669,28.0561,293.102,426.346,49.6596,289.776,338.29,74.3036,275.503,266.804,22.2918,291.252,167.832,13.4738,257.829,72.979,11.9659,243.2,-21.0609,2.94607,253.087,-115.858,-5.67755,281.788,,,,-309.58,-46.7279,280.303,,,,,,,-816.57,-54.0122,287.295,,,
1686,0,524.677,28.5814,292.907,428.349,48.3412,290.125,340.522,74.8665,275.514,268.456,23.1193,291.916,169.461,14.0394,258.148,74.6466,12.2583,243.1,-19.244,3.4118,252.879,-114.225,-5.10813,281.105,-222.225,-21.8916,291.3,-307.585,-46.8662,280.239,,,,,,,-816.569,-54.0832,287.293,,,
1687,0,527.471,28.4255,292.99,430.361,47.1929,290.473,342.472,75.0112,275.507,270.295,23.8772,292.456,171.23,14.0563,258.824,76.4211,12.6177,243.137,-17.4557,3.84847,252.44,-112.317,-4.85654,280.553,-219.953,-22.437,291.224,-305.663,-47.1157,280.268,,,,,,,-816.569,-54.0869,287.299,,,
1688,0,529.715,28.9693,292.876,,,,344.62,75.2933,275.554,272.072,24.9546,292.727,173.013,14.2519,259.38,78.2385,12.9731,243.246,-15.5461,3.82261,252.289,-110.768,-4.58065,279.877,-218.085,-22.4456,291.326,-304.107,-46.4113,280.357,,,,,,,-816.569,-54.0859,287.299,,,
1689,0,531.971,29.1252,292.927,,,,346.711,75.6886,275.776,273.884,25.8367,292.872,174.855,14.4349,260.047,79.8193,12.8604,243.463,-13.7626,3.96812,252.084,-109.079,-4.46163,279.316,-216.702,-21.548,291.408,-302.374,-46.1725,280.244,,,,,,,-816.56,-54.1024,287.291,,,
1690,0,534.033,29.754,293.077,436.336,44.1106,291.288,348.902,76.2859,276.038,275.91,26.8401,293.178,176.625,14.6111,260.499,81.9501,13.2975,243.886,-12.0533,4.08124,251.921,-107.573,-4.33143,278.569,-214.692,-21.0835,291.35,-300.548,-45.8578,280.068,,,,,,,-816.561,-54.1045,287.298,,,
1691,0,536.377,30.7243,292.919,438.752,43.8604,291.731,351.123,76.7229,276.133,277.549,27.9407,293.268,178.418,14.5621,261.073,83.7367,13.5514,244.016,-10.3283,4.66131,251.689,-105.743,-4.13801,277.99,-213.036,-20.5413,291.293,-298.456,-46.3897,280.098,,,,,,,-816.578,-54.1402,287.298,,,
1692,0,537.991,31.0482,293.047,440.377,42.5584,291.713,353.14,76.9131,276.302,279.411,28.996,293.345,180.279,14.9654,261.371,85.9831,13.7837,244.29,-8.44023,4.69853,251.494,-104.127,-3.91866,277.491,-210.6,-21.2209,290.764,-296.648,-46.103,279.98,,,,,,,-816.561,-54.1874,287.282,,,
1693,0,540.315,31.2049,293.206,442.038,41.3786,291.736,355.157,77.0578,276.479,281.198,30.2355,293.498,182.002,15.2258,262.207,87.7289,14.1867,244.62,-6.71603,4.80547,251.359,-102.492,-3.56512,276.608,-209.213,-19.5187,290.843,-295.288,-45.2777,280.01,,,,,,,-816.552,-54.1953,287.293,,,
1694,0,542.311,32.113,293.225,444.031,40.7323,291.81,357.332,77.1308,276.498,282.835,31.2365,293.454,183.861,15.4323,262.561,89.3807,14.2134,244.609,-4.67906,4.95298,251.135,-100.709,-3.46649,276.088,-207.756,-19.1979,290.781,-293.513,-45.0938,280.158,,,,,,,-816.569,-54.2419,287.281,,,
1695,0,544.758,32.1772,293.114,446.14,41.6503,291.614,359.711,77.2326,276.688,284.761,32.6535,293.543,185.612,15.027,263.255,91.1889,14.4455,244.759,-2.87938,5.05664,250.946,-98.7659,-3.22769,275.679,-205.833,-19.4776,291.286,-291.654,-44.9057,280.293,,,,,,,-816.552,-54.2072,287.281,,,
1696,0,546.951,32.7738,293.15,,,,361.588,76.8453,276.737,286.273,33.5715,293.362,187.383,15.7334,263.709,93.0771,14.6159,245.156,-1.10549,5.065,250.74,-96.8693,-3.09214,274.923,-204.038,-19.4709,291.385,-289.511,-44.9501,280.436,,,,,,,-816.552,-54.2766,287.278,,,
1697,0,548.894,33.0109,293.345,,,,363.9,76.7826,276.958,288.227,35.0134,293.401,189.101,15.9341,264.22,94.8877,14.6911,245.261,0.810312,5.43993,250.517,-95.372,-2.92503,274.335,-202.235,-18.4364,291.408,-287.819,-44.5371,280.435,,,,,,,-816.551,-54.2792,287.278,,,
1698,0,550.984,33.3849,293.303,,,,366.096,76.3887,277.234,289.74,36.2007,293.13,190.93,16.29,264.846,96.7673,14.7997,245.265,2.76005,5.3218,250.329,-93.6622,-2.86304,273.751,-200.54,-18.8801,291.561,-286.42,-43.4996,280.489,,,,,,,-816.551,-54.2782,287.278,,,
1699,0,553.22,33.5332,293.449,455.038,36.2766,291.772,368.316,76.0494,277.38,291.596,37.5445,293.078,192.763,16.3636,265.366,98.713,14.9773,245.282,4.45021,5.47837,250.052,-92.04,-2.51586,273.12,-198.455,-19.2011,291.51,-284.449,-43.2778,280.551,,,,,,,-816.543,-54.2962,287.277,,,
1700,0,555.439,33.8043,293.467,457.584,36.393,292.134,370.467,75.5984,277.563,293.23,38.8604,292.634,194.507,16.6641,265.821,100.376,14.9539,245.365,6.30192,5.62718,249.95,-90.0957,-2.29332,272.613,-197.013,-18.5036,291.506,-282.5,-43.2436,280.874,,,,,,,-816.56,-54.3328,287.277,,,
1701,0,557.827,34.308,293.606,459.704,35.8363,292.041,372.664,75.2102,277.914,294.784,40.0849,292.221,196.268,16.8481,266.406,102.213,15.0275,245.718,8.16609,5.67462,249.63,-88.2764,-1.97573,271.906,-195.502,-17.915,291.666,-280.984,-42.4506,281.119,,,,,,,-816.559,-54.332,287.271,,,
1702,0,560.128,34.7942,293.745,461.982,35.3702,291.945,374.675,74.5704,278.201,296.606,41.469,292.115,198.019,17.0864,267.052,104.173,15.2604,245.914,10.0033,5.73217,249.423,-86.5936,-1.68711,271.346,-193.296,-17.7898,291.99,-279.158,-42.0055,281.346,,,,,,,-816.56,-54.333,287.277,,,
1703,0,562.284,34.9433,293.858,464.11,34.7654,291.778,376.893,74.4231,278.568,298.289,42.6531,291.698,199.783,17.125,267.56,106.069,15.439,246.093,11.8778,5.87626,249.152,-84.9033,-1.45723,270.794,-191.611,-17.5688,292.035,-277.14,-41.7392,281.662,,,,,,,-816.559,-54.3315,287.271,,,
1704,0,564.628,35.3621,294.02,466.002,33.9763,291.717,379.183,74.3516,279.129,299.733,43.58,291.277,201.667,17.3495,268.395,107.832,15.2549,246.302,13.6782,5.84625,248.939,-83.1442,-1.4161,269.96,-189.758,-17.3613,291.999,-274.956,-41.8801,281.716,,,,,,,-816.577,-54.369,287.278,,,
1705,0,566.82,35.6638,294.002,468.318,33.8134,291.535,381.191,73.6243,279.511,301.482,44.8004,290.943,203.49,17.5735,269.13,109.873,15.478,246.585,15.6492,5.96388,248.719,-81.2341,-1.22934,269.485,-188.037,-16.5357,292.287,-273.68,-40.4265,281.894,,,,,,,-816.577,-54.3701,287.278,,,
1706,0,569.096,35.7127,294.073,470.427,33.2634,291.484,383.212,72.951,280.067,303.108,45.8431,290.675,205.204,17.4686,269.859,111.823,15.5665,246.722,17.6817,6.10436,248.628,-79.3417,-0.994392,269.039,-185.996,-16.6357,292.526,-271.696,-39.2791,282.094,,,,,,,-816.577,-54.3695,287.278,,,
1707,0,571.163,35.9097,294,472.418,32.5884,291.249,385.199,72.3584,280.565,304.796,46.7776,290.244,207.159,17.6068,270.788,113.652,15.509,247.338,19.4665,6.1474,248.426,-77.4414,-0.72839,268.424,-183.974,-16.7108,292.661,-269.715,-39.3748,282.262,,,,,,,-816.577,-54.3695,287.278,,,
1708,0,573.321,36.036,293.985,474.775,32.2758,291.131,387.278,71.9067,281.104,306.602,48.0061,289.773,209.03,17.5813,271.683,115.601,15.7178,247.626,21.4482,6.43021,248.3,-75.6366,-0.574296,267.854,-181.993,-16.4751,292.709,-268.129,-38.6845,282.794,,,,,,,-816.585,-54.3515,287.279,,,
1709,0,575.167,36.0825,294.142,476.911,31.8589,291.015,389.39,71.3824,281.776,308.285,49.0908,289.425,210.989,17.7335,272.5,117.139,15.9269,248.29,23.3617,6.36827,248.219,-73.8646,-0.50811,267.394,-180.307,-16.009,292.905,-266.27,-38.1168,282.922,,,,,,,-816.585,-54.3509,287.279,,,
1710,0,577.295,36.4782,294.347,478.825,31.1648,290.682,391.504,70.7648,282.305,309.852,50.0188,288.978,212.731,18.0473,273.098,119.447,15.6689,248.698,25.2701,6.37328,248.085,-72.0688,-0.357691,266.948,-178.476,-15.8192,293.22,-264.382,-37.9819,283.24,,,,,,,-816.583,-54.3596,287.299,,,
1711,0,579.234,36.75,294.452,481.088,30.8499,290.564,393.45,70.2165,282.852,311.54,51.0329,288.549,214.95,17.5657,274.247,121.372,15.6206,249.41,27.014,6.52004,248.051,-70.3169,-0.404106,266.458,-176.411,-15.9834,293.27,-263.388,-36.7123,283.748,,,,,,,-816.585,-54.3514,287.28,,,
1712,0,581.157,37.1086,294.582,482.938,29.9143,290.161,395.643,69.7888,283.453,313.428,52.2227,288.116,216.777,17.4959,275.01,123.18,15.5941,249.803,28.9743,6.6004,248.206,-68.458,-0.164509,265.922,-174.428,-16.0999,293.219,-261.956,-36.2669,284.306,,,,,,,-816.585,-54.3511,287.279,,,
1713,0,583.337,37.4396,294.657,485.173,29.6657,290.19,397.621,69.0932,283.914,314.987,53.1822,287.577,218.541,18.1383,275.754,125.197,15.7169,250.699,31.2581,6.55075,248.473,-66.541,0.0439237,265.469,-172.368,-15.678,293.139,-260.291,-35.3988,284.817,,,,,,,-816.585,-54.3512,287.279,,,
1714,0,585.338,37.7311,294.644,487.038,29.0857,289.873,399.723,68.3894,284.5,316.557,54.0223,287.295,220.643,18.1926,276.516,127.028,15.6409,251.43,32.873,6.69595,248.635,-64.6965,0.274362,265.188,-170.808,-15.3612,293.093,-258.685,-34.8686,285.031,,,,,,,-816.603,-54.305,287.296,,,
1715,0,587.558,38.0234,294.704,489.091,28.5961,289.742,401.673,67.436,284.951,318.397,55.1141,286.994,222.492,18.3167,277.599,128.977,15.7592,251.79,34.7892,6.92678,248.587,-62.9074,0.54264,264.816,,,,-255.473,-34.5216,285.05,,,,,,,-816.594,-54.2495,287.296,,,
1716,0,589.66,38.4331,294.65,491.436,28.4773,289.563,403.528,66.404,285.521,320.263,56.282,286.364,224.332,18.6009,278.353,130.894,15.7856,252.628,36.615,6.96222,248.708,-61.1444,0.722695,264.45,,,,-254.171,-33.516,285.004,,,,,,,-816.595,-54.2597,287.283,,,
1717,0,591.884,38.7231,294.783,493.8,28.3336,289.432,405.364,65.2576,285.823,321.799,57.049,285.758,226.128,18.9011,279.095,132.777,15.86,253.144,38.5481,7.00082,248.958,-59.4289,0.893679,264.028,-164.875,-14.4965,293.588,-252.19,-33.3931,285.16,,,,,,,-816.595,-54.2609,287.283,,,
1718,0,593.927,39.0691,295.222,495.764,27.7889,289.146,407.24,64.0494,286.139,323.634,58.0207,285.303,228.022,18.7739,280,134.6,15.9938,253.765,40.4493,7.36346,249.261,-57.5467,1.11193,263.89,-163.213,-14.2579,293.463,-250.523,-32.7682,285.177,,,,,,,-816.578,-54.2247,287.283,,,
1719,0,596.159,39.2765,295.447,497.718,27.2707,288.984,409.379,63.2134,286.546,325.586,58.9962,284.905,229.847,19.454,280.852,136.641,16.2772,254.637,42.2465,7.45969,249.379,-55.5584,1.43244,263.589,-161.527,-13.8181,293.282,-248.78,-32.2674,285.474,,,,,,,-816.577,-54.211,287.289,,,
1720,0,598.103,39.4452,295.551,500.041,27.0826,288.769,411.579,62.4634,287.128,327.167,59.6755,284.294,231.698,19.7021,281.513,138.32,16.2225,254.992,44.2383,7.45271,249.847,-53.7279,1.6176,263.457,-159.34,-13.7774,293.011,-246.816,-32.0793,285.437,,,,,,,-816.577,-54.2111,287.289,,,
1721,0,600.545,39.9251,295.783,502.251,27.0254,288.727,413.323,61.2553,287.405,328.813,60.3379,283.806,233.777,20.4829,282.221,140.271,16.4859,255.777,46.131,7.71395,250.192,-51.9073,1.90511,263.295,-157.542,-13.6495,292.849,-245.315,-31.2734,285.772,,,,,,,-816.56,-54.1754,287.289,,,
1722,0,602.678,40.4218,296.069,504.55,27.1563,288.545,415.089,60.058,287.812,330.849,61.3976,283.412,235.557,20.6757,283.016,142.281,16.794,256.599,47.9032,7.66745,250.293,-50.4405,2.33087,263.248,-155.605,-13.8345,292.514,-243.725,-30.6302,285.957,,,,,,,-816.56,-54.1743,287.289,,,
1723,0,604.877,40.6913,296.036,506.697,27.0274,288.535,417.09,59.0589,288.473,332.456,61.7619,282.853,237.569,21.1582,283.634,143.903,16.7072,257.32,49.8616,7.78596,250.778,-48.4583,2.12402,262.81,-153.749,-13.9132,292.265,-241.033,-31.687,286.021,,,,,,,-816.56,-54.1748,287.289,,,
1724,0,606.814,41.0778,296.148,508.643,26.7727,288.338,418.973,58.1856,288.943,334.475,62.7729,282.545,239.435,21.3231,284.301,145.84,16.9758,258.099,51.742,7.90494,250.915,-46.6268,2.318,262.528,-151.941,-13.038,291.582,-239.038,-31.7611,286.223,,,,,,,-816.543,-54.1388,287.288,,,
1725,0,608.953,41.1847,296.01,510.734,26.6996,288.471,420.727,57.101,289.279,336.145,63.3821,282.306,241.356,21.7822,285.116,147.828,17.2105,259.028,53.5902,8.01864,251.196,-44.741,2.53524,262.344,-150.313,-12.5242,291.303,-237.499,-30.553,286.299,,,,,,,-816.543,-54.1378,287.288,,,
1726,0,611.207,41.7533,296.041,512.659,26.4577,288.278,422.824,56.2743,289.923,338.127,64.0708,281.902,243.261,21.794,285.9,149.567,17.2924,259.764,55.598,8.35005,251.615,-42.7711,2.6962,262.005,-148.184,-12.7176,290.856,-235.793,-29.9709,286.444,,,,,,,-816.543,-54.1383,287.288,,,
1727,0,613.109,41.6035,296.32,514.789,26.654,288.351,424.356,54.8295,290.379,339.989,64.6541,281.831,245.261,22.459,286.679,151.409,17.2946,260.566,57.5226,8.49706,251.747,-40.931,2.82661,261.756,-146.033,-13.0232,290.549,-233.886,-29.7763,286.542,,,,,,,-816.551,-54.1204,287.289,,,
