Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,brancho:OriginEnd,,,brancho:TargetEnd,,,brancho:OriginOther,,,brancho:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
4905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4892,259.033,-882.565,-152.823,277.722,794.473,-16.1874,272.289
4906,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.813,-48.4912,259.034,-882.565,-152.823,277.722,794.473,-16.1871,272.289
4907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4683,259.042,-882.565,-152.823,277.722,794.473,-16.1873,272.289
4908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4904,259.042,-882.565,-152.82,277.72,794.473,-16.1873,272.289
4909,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4925,259.041,-882.565,-152.824,277.728,794.473,-16.1873,272.289
4910,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4925,259.044,-882.565,-152.824,277.728,794.473,-16.1873,272.289
4911,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.815,-48.4923,259.039,-882.565,-152.824,277.728,794.473,-16.1873,272.289
4912,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.565,-152.824,277.728,794.473,-16.1873,272.289
4913,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.815,-48.4923,259.039,-882.565,-152.823,277.722,794.473,-16.1873,272.289
4914,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.549,-152.787,277.728,794.473,-16.1873,272.289
4915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.815,-48.4923,259.039,-882.549,-152.784,277.725,794.473,-16.1873,272.289
4916,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5024,259.038,-882.565,-152.822,277.722,794.473,-16.1873,272.289
4917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4911,259.042,-882.565,-152.823,277.722,794.46,-16.1927,272.289
4918,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4696,259.041,-882.556,-152.841,277.721,794.46,-16.1928,272.289
4919,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4679,259.042,-882.565,-152.823,277.722,794.47,-16.1909,272.29
4920,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4921,259.041,-882.548,-152.786,277.722,794.455,-16.1972,272.29
4921,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.811,-48.4988,259.048,-882.548,-152.785,277.722,794.46,-16.1836,272.278
4922,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.4751,259.038,-882.566,-152.82,277.72,794.46,-16.1925,272.289
4923,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.492,259.041,-882.565,-152.821,277.72,794.457,-16.1937,272.289
4924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.813,-48.4817,259.036,-882.549,-152.784,277.719,794.473,-16.1873,272.289
4925,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.825,-48.488,259.03,-882.565,-152.822,277.722,794.466,-16.2061,272.289
4926,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.4705,259.032,-882.565,-152.823,277.722,794.473,-16.1877,272.289
4927,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.813,-48.4941,259.029,-882.565,-152.824,277.728,794.453,-16.2117,272.289
4928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4778,259.045,-882.565,-152.824,277.728,794.466,-16.2068,272.289
4929,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.4974,259.038,-882.566,-152.821,277.726,794.466,-16.2064,272.289
4930,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4699,259.04,-882.565,-152.824,277.728,794.453,-16.2122,272.289
4931,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4692,259.041,-882.565,-152.824,277.728,794.467,-16.2394,272.279
4932,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4695,259.041,-882.549,-152.787,277.728,794.47,-16.2176,272.277
4933,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.795,-48.5004,259.048,-882.565,-152.823,277.728,794.443,-16.1871,272.275
4934,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4912,259.042,-882.565,-152.821,277.72,794.44,-16.209,272.277
4935,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4997,259.04,-882.548,-152.786,277.722,794.428,-16.2154,272.277
4936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.4979,259.038,-882.565,-152.822,277.722,794.436,-16.1997,272.288
4937,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.814,-48.496,259.027,-882.548,-152.787,277.722,794.441,-16.2095,272.277
4938,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.814,-48.4959,259.027,-882.566,-152.819,277.72,794.467,-16.2394,272.279
4939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.812,-48.498,259.029,-882.565,-152.823,277.722,794.437,-16.2005,272.288
4940,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.4978,259.038,-882.548,-152.786,277.722,794.447,-16.2348,272.29
4941,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5216,259.047,-882.565,-152.822,277.722,794.424,-16.2058,272.289
4942,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.794,-48.5392,259.049,-882.565,-152.823,277.722,794.425,-16.209,272.298
4943,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5271,259.036,-882.549,-152.784,277.719,794.424,-16.205,272.289
4944,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.795,-48.521,259.032,-882.574,-152.803,277.724,794.424,-16.2048,272.288
4945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.5252,259.047,-882.565,-152.823,277.722,794.435,-16.2037,272.287
4946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5147,259.048,-882.565,-152.823,277.722,794.433,-16.1991,272.278
4947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5202,259.038,-882.565,-152.823,277.722,794.428,-16.1863,272.288
4948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.5184,259.038,-882.565,-152.823,277.722,794.424,-16.2045,272.288
4949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5267,259.036,-882.565,-152.823,277.722,794.45,-16.2346,272.291
4950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.5287,259.051,-882.574,-152.804,277.724,794.451,-16.2353,272.291
4951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5203,259.04,-882.565,-152.822,277.722,794.437,-16.2,272.288
4952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5222,259.042,-882.574,-152.805,277.724,794.463,-16.2284,272.291
4953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.793,-48.5063,259.046,-882.573,-152.803,277.719,794.458,-16.2159,272.291
4954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5139,259.063,-882.573,-152.803,277.719,794.431,-16.1856,272.289
4955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.518,259.054,-882.574,-152.804,277.724,794.472,-16.1867,272.289
4956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5171,259.049,-882.565,-152.822,277.722,794.473,-16.1874,272.289
4957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.5211,259.045,-882.548,-152.788,277.728,794.473,-16.1873,272.289
4958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5143,259.063,-882.565,-152.823,277.728,794.46,-16.1927,272.289
4959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.517,259.049,-882.565,-152.824,277.728,794.473,-16.1874,272.289
4960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.5056,259.056,-882.565,-152.823,277.722,794.473,-16.1872,272.289
4961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.781,-48.5179,259.033,-882.565,-152.823,277.722,794.473,-16.1873,272.289
4962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.5231,259.043,-882.565,-152.824,277.728,794.473,-16.1873,272.289
4963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.5231,259.043,-882.565,-152.824,277.728,794.46,-16.1835,272.278
4964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5167,259.045,-882.549,-152.787,277.728,794.457,-16.1934,272.288
4965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8,-48.5134,259.054,-882.565,-152.823,277.728,794.46,-16.1929,272.289
4966,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.81,-48.5113,259.045,-882.549,-152.788,277.728,794.473,-16.1873,272.289
4967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.811,-48.4768,259.058,-882.565,-152.822,277.722,794.46,-16.1927,272.289
4968,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.811,-48.4835,259.056,-882.548,-152.787,277.722,794.46,-16.1928,272.289
4969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5063,259.058,-882.548,-152.785,277.722,794.444,-16.1804,272.288
4970,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.5212,259.045,-882.548,-152.786,277.722,794.473,-16.187,272.289
4971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5237,259.048,-882.565,-152.822,277.722,794.47,-16.2099,272.291
4972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4892,259.035,-882.557,-152.769,277.724,794.473,-16.1879,272.289
4973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.4905,259.038,-882.549,-152.786,277.728,794.46,-16.1925,272.289
4974,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.793,-48.5129,259.044,-882.548,-152.787,277.728,794.473,-16.1874,272.289
4975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4908,259.055,-882.548,-152.786,277.722,794.434,-16.154,272.275
4976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.4933,259.042,-882.548,-152.786,277.722,794.46,-16.1917,272.289
4977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4904,259.055,-882.549,-152.787,277.728,794.428,-16.1869,272.288
4978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.492,259.043,-882.549,-152.787,277.728,794.433,-16.1629,272.286
4979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.504,259.049,-882.549,-152.787,277.728,794.428,-16.1856,272.288
4980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.5093,259.049,-882.549,-152.783,277.72,794.434,-16.1633,272.286
4981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4939,259.045,-882.566,-152.821,277.726,794.43,-16.1633,272.286
4982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.797,-48.4892,259.049,-882.565,-152.824,277.728,794.473,-16.1869,272.289
4983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.797,-48.4892,259.049,-882.54,-152.804,277.724,794.444,-16.1807,272.288
4984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4946,259.047,-882.565,-152.823,277.728,794.433,-16.1537,272.275
4985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4948,259.047,-882.565,-152.823,277.722,794.446,-16.1569,272.286
4986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4925,259.044,-882.565,-152.823,277.722,794.434,-16.1628,272.286
4987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4925,259.044,-882.565,-152.823,277.722,794.431,-16.1851,272.288
4988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.784,-48.5011,259.045,-882.548,-152.786,277.722,794.431,-16.1856,272.289
4989,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4992,259.043,-882.548,-152.785,277.722,794.444,-16.1803,272.288
4990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5007,259.041,-882.565,-152.822,277.722,794.431,-16.1763,272.277
4991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4991,259.043,-882.54,-152.803,277.718,794.43,-16.1859,272.298
4992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4947,259.047,-882.565,-152.82,277.72,794.431,-16.1855,272.289
4993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.768,-48.4985,259.049,-882.565,-152.823,277.722,794.428,-16.1862,272.288
4994,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.5271,259.055,-882.565,-152.824,277.728,794.444,-16.1803,272.288
4995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.5263,259.046,-882.565,-152.823,277.722,794.446,-16.1576,272.286
4996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.5268,259.058,-882.565,-152.824,277.728,794.428,-16.1856,272.288
4997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.767,-48.4958,259.041,-882.565,-152.824,277.728,794.434,-16.1634,272.286
4998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4681,259.042,-882.549,-152.785,277.725,794.434,-16.1625,272.286
4999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4678,259.042,-882.556,-152.841,277.726,794.431,-16.1851,272.288
5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.782,-48.4839,259.053,-882.549,-152.786,277.725,794.431,-16.1856,272.289
5001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.779,-48.4749,259.04,-882.565,-152.821,277.722,794.444,-16.1803,272.288
5002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.4624,259.053,-882.565,-152.823,277.722,794.431,-16.1853,272.288
5003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5198,259.043,-882.565,-152.823,277.722,794.428,-16.1862,272.288
5004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5181,259.036,-882.565,-152.82,277.72,794.429,-16.1908,272.297
5005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.793,-48.5127,259.052,-882.565,-152.823,277.722,794.457,-16.2059,272.28
5006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5154,259.034,-882.565,-152.824,277.728,794.433,-16.1904,272.298
5007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5098,259.044,-882.556,-152.839,277.718,794.431,-16.1852,272.289
5008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5053,259.045,-882.556,-152.839,277.718,794.429,-16.1907,272.297
5009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.5027,259.033,-882.565,-152.82,277.72,794.432,-16.19,272.298
5010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.517,259.032,-882.556,-152.839,277.718,794.444,-16.1803,272.288
5011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5156,259.034,-882.565,-152.821,277.72,794.431,-16.1852,272.288
5012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4895,259.033,-882.565,-152.822,277.722,794.428,-16.1862,272.288
5013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5149,259.034,-882.565,-152.823,277.722,794.444,-16.1803,272.288
5014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4883,259.034,-882.548,-152.786,277.722,794.431,-16.1853,272.288
5015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4905,259.042,-882.565,-152.823,277.728,794.444,-16.1803,272.288
5016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4909,259.042,-882.565,-152.824,277.728,794.444,-16.1802,272.288
5017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.565,-152.824,277.728,794.444,-16.1802,272.288
5018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.549,-152.787,277.728,794.444,-16.1802,272.288
5019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.565,-152.823,277.728,794.444,-16.1802,272.288
5020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.565,-152.824,277.728,794.441,-16.1837,272.29
5021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.565,-152.824,277.728,794.444,-16.1803,272.288
5022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.565,-152.824,277.728,794.444,-16.1802,272.288
5023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4908,259.042,-882.565,-152.824,277.728,794.446,-16.1798,272.299
5024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4978,259.054,-882.549,-152.787,277.728,794.434,-16.163,272.286
5025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8,-48.4931,259.044,-882.549,-152.784,277.725,794.447,-16.1618,272.295
5026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4956,259.052,-882.556,-152.843,277.732,794.446,-16.1575,272.286
5027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.4856,259.045,-882.556,-152.841,277.724,794.446,-16.1573,272.286
5028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5038,259.049,-882.557,-152.84,277.724,794.434,-16.1627,272.286
5029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.795,-48.4966,259.045,-882.548,-152.788,277.728,794.43,-16.1637,272.286
5030,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4972,259.051,-882.556,-152.841,277.726,794.43,-16.1636,272.286
5031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4994,259.053,-882.556,-152.843,277.726,794.43,-16.1636,272.286
5032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5008,259.041,-882.556,-152.842,277.726,794.43,-16.1636,272.286
5033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4905,259.034,-882.566,-152.821,277.726,794.43,-16.1636,272.286
5034,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4972,259.046,-882.539,-152.804,277.72,794.433,-16.1536,272.275
5035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4953,259.044,-882.565,-152.82,277.72,794.434,-16.1625,272.286
5036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.4869,259.043,-882.566,-152.82,277.72,794.43,-16.1637,272.286
5037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.811,-48.4838,259.056,-882.565,-152.82,277.72,794.43,-16.1636,272.286
5038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.823,-48.4788,259.056,-882.565,-152.82,277.72,794.43,-16.1636,272.286
5039,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.824,-48.4864,259.052,-882.565,-152.823,277.722,794.426,-16.182,272.286
5040,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4916,259.061,-882.569,-152.812,277.699,794.434,-16.1632,272.286
5041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5096,259.053,-882.565,-152.822,277.722,794.446,-16.1572,272.286
5042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5044,259.049,-882.565,-152.823,277.722,794.446,-16.1573,272.286
5043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.812,-48.4919,259.051,-882.565,-152.823,277.722,794.444,-16.1799,272.288
5044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.827,-48.4788,259.066,-882.565,-152.824,277.728,794.444,-16.1805,272.288
5045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5047,259.053,-882.565,-152.824,277.728,794.446,-16.1577,272.286
5046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.812,-48.4922,259.051,-882.566,-152.821,277.726,794.444,-16.1797,272.288
5047,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5176,259.054,-882.565,-152.823,277.722,794.431,-16.1856,272.289
5048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.5093,259.048,-882.565,-152.824,277.728,794.444,-16.1803,272.288
5049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5007,259.047,-882.565,-152.82,277.72,794.43,-16.1638,272.286
5050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5147,259.046,-882.566,-152.82,277.72,794.431,-16.1758,272.277
5051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4907,259.055,-882.565,-152.823,277.722,794.441,-16.1747,272.279
5052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.4852,259.045,-882.565,-152.82,277.72,794.455,-16.2156,272.29
5053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5176,259.054,-882.566,-152.82,277.72,794.458,-16.2158,272.291
5054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.812,-48.4905,259.042,-882.565,-152.82,277.72,794.431,-16.1858,272.289
5055,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5077,259.044,-882.565,-152.82,277.72,794.439,-16.1696,272.3
5056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.81,-48.4825,259.047,-882.565,-152.823,277.722,794.444,-16.1799,272.288
5057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4882,259.045,-882.565,-152.823,277.722,794.444,-16.1803,272.288
5058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4918,259.053,-882.548,-152.786,277.722,794.444,-16.1802,272.288
5059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4918,259.053,-882.549,-152.783,277.72,794.441,-16.1837,272.29
5060,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4918,259.053,-882.556,-152.84,277.721,794.444,-16.1803,272.288
5061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.815,-48.4866,259.063,-882.539,-152.806,277.72,794.444,-16.1802,272.288
5062,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8,-48.4916,259.053,-882.556,-152.84,277.721,794.444,-16.1802,272.288
5063,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.4959,259.031,-882.548,-152.788,277.727,794.446,-16.1577,272.286
5064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5024,259.05,-882.566,-152.82,277.726,794.446,-16.1571,272.286
5065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5042,259.049,-882.549,-152.785,277.725,794.446,-16.1574,272.286
5066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5041,259.049,-882.549,-152.786,277.728,794.444,-16.1799,272.288
5067,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4979,259.054,-882.549,-152.787,277.728,794.431,-16.1856,272.289
5068,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4978,259.054,-882.565,-152.823,277.728,794.431,-16.1854,272.289
5069,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4957,259.052,-882.565,-152.824,277.728,794.431,-16.1854,272.289
5070,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5023,259.051,-882.565,-152.824,277.728,794.444,-16.1803,272.288
5071,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.797,-48.4924,259.065,-882.565,-152.824,277.728,794.431,-16.1853,272.288
5072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4977,259.054,-882.549,-152.787,277.728,794.428,-16.1862,272.288
