Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,brancho:OriginEnd,,,brancho:TargetEnd,,,brancho:OriginOther,,,brancho:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
4736,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5197,259.028,-882.574,-152.804,277.724,794.431,-16.1765,272.277
4737,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5173,259.032,-882.564,-152.821,277.717,794.457,-16.2051,272.28
4738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5397,259.032,-882.564,-152.822,277.717,794.451,-16.2256,272.28
4739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.5422,259.034,-882.565,-152.823,277.722,794.431,-16.1771,272.277
4740,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5399,259.032,-882.565,-152.823,277.722,794.45,-16.2241,272.279
4741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5412,259.031,-882.565,-152.823,277.722,794.424,-16.1966,272.277
4742,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5175,259.032,-882.565,-152.823,277.722,794.45,-16.2246,272.28
4743,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5191,259.034,-882.565,-152.823,277.722,794.451,-16.2258,272.28
4744,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5225,259.03,-882.565,-152.823,277.722,794.45,-16.2255,272.28
4745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.526,259.03,-882.565,-152.82,277.72,794.424,-16.196,272.277
4746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5239,259.028,-882.549,-152.784,277.719,794.447,-16.2348,272.29
4747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5225,259.03,-882.565,-152.822,277.722,794.421,-16.2068,272.288
4748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.5272,259.035,-882.565,-152.823,277.722,794.42,-16.2055,272.288
4749,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5239,259.028,-882.565,-152.823,277.722,794.443,-16.2439,272.279
4750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5238,259.028,-882.548,-152.786,277.722,794.421,-16.2069,272.288
4751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5295,259.043,-882.565,-152.822,277.722,794.44,-16.2092,272.277
4752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.524,259.028,-882.565,-152.824,277.728,794.43,-16.2197,272.286
4753,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5293,259.043,-882.565,-152.82,277.72,794.438,-16.2137,272.278
4754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5269,259.036,-882.548,-152.786,277.722,794.428,-16.2151,272.277
4755,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5255,259.037,-882.565,-152.822,277.722,794.428,-16.2152,272.277
4756,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.5217,259.037,-882.565,-152.823,277.722,794.427,-16.2145,272.262
4757,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.78,-48.5247,259.04,-882.565,-152.823,277.722,794.425,-16.216,272.276
4758,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.5112,259.065,-882.565,-152.82,277.72,794.44,-16.2099,272.277
4759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.5108,259.065,-882.565,-152.823,277.722,794.441,-16.2097,272.277
4760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.808,-48.5032,259.047,-882.565,-152.823,277.722,794.439,-16.2091,272.262
4761,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5078,259.057,-882.565,-152.823,277.722,794.44,-16.2099,272.26
4762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.51,259.06,-882.565,-152.82,277.72,794.442,-16.1798,272.273
4763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.814,-48.5093,259.055,-882.565,-152.823,277.722,794.431,-16.1759,272.277
4764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5213,259.052,-882.548,-152.786,277.722,794.428,-16.186,272.288
4765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8,-48.5231,259.045,-882.566,-152.819,277.72,794.47,-16.2098,272.291
4766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.5174,259.056,-882.565,-152.821,277.72,794.444,-16.181,272.288
4767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5208,259.042,-882.565,-152.824,277.728,794.443,-16.1798,272.288
4768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.5191,259.04,-882.565,-152.82,277.72,794.458,-16.2148,272.291
4769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.519,259.04,-882.565,-152.824,277.728,794.455,-16.2166,272.291
4770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.52,259.038,-882.565,-152.824,277.728,794.458,-16.2153,272.291
4771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.52,259.038,-882.549,-152.787,277.728,794.458,-16.2153,272.291
4772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.519,259.04,-882.539,-152.805,277.726,794.431,-16.1858,272.289
4773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.5199,259.038,-882.548,-152.787,277.728,794.457,-16.2144,272.291
4774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.519,259.04,-882.557,-152.839,277.724,794.432,-16.1862,272.289
4775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.519,259.04,-882.566,-152.822,277.726,794.424,-16.2043,272.288
4776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.5199,259.038,-882.556,-152.842,277.726,794.444,-16.1807,272.288
4777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5238,259.05,-882.565,-152.824,277.728,794.424,-16.2044,272.288
4778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5175,259.052,-882.565,-152.823,277.728,794.444,-16.1807,272.288
4779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5185,259.053,-882.565,-152.824,277.728,794.444,-16.18,272.288
4780,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5186,259.053,-882.566,-152.821,277.726,794.431,-16.1853,272.288
4781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.5147,259.041,-882.556,-152.842,277.726,794.444,-16.1803,272.288
4782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.513,259.063,-882.556,-152.843,277.726,794.431,-16.1853,272.288
4783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5195,259.051,-882.565,-152.824,277.728,794.431,-16.1854,272.289
4784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5196,259.051,-882.566,-152.821,277.726,794.449,-16.1643,272.29
4785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5131,259.063,-882.556,-152.842,277.726,794.439,-16.1654,272.288
4786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.513,259.064,-882.565,-152.824,277.728,794.451,-16.1608,272.288
4787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.513,259.064,-882.565,-152.823,277.728,794.439,-16.1655,272.288
4788,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.807,-48.5101,259.055,-882.565,-152.82,277.72,794.451,-16.1608,272.288
4789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.513,259.063,-882.565,-152.824,277.728,794.451,-16.1607,272.288
4790,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5131,259.064,-882.565,-152.823,277.722,794.451,-16.1607,272.288
4791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.5147,259.041,-882.565,-152.823,277.722,794.451,-16.1607,272.288
4792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5182,259.061,-882.556,-152.842,277.726,794.449,-16.164,272.29
4793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5131,259.064,-882.556,-152.84,277.718,794.444,-16.1801,272.288
4794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.513,259.064,-882.557,-152.84,277.724,794.444,-16.1804,272.288
4795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5244,259.059,-882.556,-152.842,277.726,794.444,-16.1802,272.288
4796,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.819,-48.5056,259.054,-882.566,-152.822,277.726,794.431,-16.1853,272.288
4797,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5166,259.031,-882.557,-152.84,277.724,794.428,-16.1862,272.288
4798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5178,259.062,-882.556,-152.842,277.721,794.431,-16.1763,272.277
4799,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5183,259.061,-882.565,-152.82,277.72,794.444,-16.18,272.288
4800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.5238,259.043,-882.556,-152.842,277.726,794.424,-16.1955,272.277
4801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.781,-48.5191,259.05,-882.556,-152.84,277.718,794.424,-16.2049,272.288
4802,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.5239,259.061,-882.556,-152.842,277.726,794.436,-16.1997,272.288
4803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5184,259.061,-882.565,-152.824,277.728,794.437,-16.1994,272.288
4804,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.805,-48.513,259.064,-882.565,-152.823,277.728,794.421,-16.2058,272.288
4805,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.804,-48.5115,259.055,-882.565,-152.824,277.728,794.42,-16.2059,272.288
4806,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5194,259.061,-882.566,-152.822,277.731,794.424,-16.2049,272.288
4807,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.5208,259.032,-882.557,-152.84,277.724,794.424,-16.1957,272.277
4808,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5169,259.052,-882.556,-152.84,277.718,794.428,-16.1862,272.288
4809,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.808,-48.5067,259.044,-882.565,-152.824,277.728,794.431,-16.1853,272.289
4810,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.808,-48.5065,259.044,-882.556,-152.841,277.721,794.428,-16.1862,272.288
4811,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5177,259.053,-882.564,-152.822,277.717,794.428,-16.1862,272.288
4812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5114,259.055,-882.556,-152.841,277.721,794.444,-16.1803,272.288
4813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.5198,259.06,-882.556,-152.844,277.732,794.429,-16.1887,272.29
4814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.5088,259.047,-882.566,-152.822,277.726,794.444,-16.1804,272.288
4815,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.793,-48.5142,259.051,-882.565,-152.822,277.722,794.428,-16.1861,272.288
4816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.5213,259.048,-882.556,-152.842,277.726,794.428,-16.1862,272.288
4817,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.5249,259.054,-882.565,-152.824,277.728,794.431,-16.1854,272.289
4818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.795,-48.5214,259.048,-882.557,-152.84,277.724,794.428,-16.1862,272.288
4819,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.5213,259.048,-882.565,-152.823,277.722,794.431,-16.1854,272.289
4820,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.764,-48.5382,259.047,-882.565,-152.823,277.728,794.431,-16.1853,272.289
4821,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.814,-48.4927,259.06,-882.565,-152.82,277.72,794.431,-16.1854,272.289
4822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5157,259.053,-882.556,-152.842,277.726,794.44,-16.1812,272.288
4823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5175,259.032,-882.565,-152.824,277.728,794.444,-16.1802,272.288
4824,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.5188,259.051,-882.565,-152.822,277.722,794.431,-16.1853,272.288
4825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8,-48.5235,259.039,-882.565,-152.82,277.72,794.431,-16.1854,272.289
4826,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.5221,259.042,-882.565,-152.824,277.728,794.444,-16.1803,272.288
4827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5155,259.034,-882.565,-152.823,277.722,794.444,-16.1802,272.288
4828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5066,259.049,-882.556,-152.839,277.718,794.437,-16.1992,272.288
4829,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.806,-48.5071,259.048,-882.556,-152.839,277.718,794.444,-16.1807,272.288
4830,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5094,259.057,-882.556,-152.839,277.718,794.431,-16.1761,272.277
4831,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5095,259.057,-882.565,-152.823,277.722,794.443,-16.18,272.288
4832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.5173,259.056,-882.556,-152.839,277.718,794.444,-16.1803,272.288
4833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.782,-48.5108,259.046,-882.565,-152.821,277.72,794.444,-16.1802,272.288
4834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.781,-48.5124,259.044,-882.565,-152.822,277.722,794.444,-16.1802,272.288
4835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5214,259.052,-882.556,-152.841,277.721,794.431,-16.1853,272.288
4836,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.782,-48.5109,259.046,-882.565,-152.823,277.722,794.436,-16.1993,272.288
4837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5148,259.046,-882.556,-152.839,277.718,794.428,-16.1866,272.288
4838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.5211,259.045,-882.565,-152.821,277.72,794.42,-16.2054,272.288
4839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5124,259.038,-882.566,-152.82,277.72,794.432,-16.1894,272.3
4840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.764,-48.5237,259.056,-882.565,-152.823,277.722,794.427,-16.1751,272.3
4841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.5213,259.045,-882.565,-152.82,277.72,794.427,-16.1749,272.3
4842,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5095,259.057,-882.566,-152.82,277.72,794.432,-16.1888,272.3
4843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.522,259.042,-882.557,-152.84,277.724,794.437,-16.1995,272.288
4844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.5273,259.052,-882.547,-152.86,277.722,794.42,-16.1947,272.3
4845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5224,259.042,-882.556,-152.841,277.724,794.42,-16.1944,272.3
4846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.5251,259.05,-882.565,-152.824,277.728,794.424,-16.2048,272.288
4847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.5243,259.045,-882.566,-152.821,277.726,794.424,-16.205,272.288
4848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.5259,259.059,-882.566,-152.82,277.72,794.424,-16.2049,272.288
4849,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.526,259.059,-882.565,-152.823,277.722,794.436,-16.1995,272.288
4850,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.5285,259.041,-882.565,-152.823,277.722,794.437,-16.1994,272.288
4851,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.519,259.047,-882.573,-152.804,277.719,794.424,-16.2049,272.288
4852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.518,259.042,-882.565,-152.822,277.722,794.42,-16.2059,272.288
4853,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.5202,259.044,-882.574,-152.805,277.724,794.436,-16.1995,272.288
4854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5142,259.063,-882.565,-152.822,277.722,794.444,-16.1804,272.288
4855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.518,259.042,-882.573,-152.804,277.719,794.444,-16.18,272.288
4856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.5181,259.042,-882.574,-152.804,277.724,794.444,-16.1802,272.288
4857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.815,-48.5042,259.057,-882.565,-152.822,277.722,794.444,-16.1802,272.288
4858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5164,259.045,-882.565,-152.824,277.728,794.437,-16.1992,272.288
4859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5181,259.054,-882.565,-152.824,277.728,794.437,-16.1997,272.288
4860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.5243,259.053,-882.556,-152.842,277.726,794.437,-16.1995,272.288
4861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5181,259.054,-882.556,-152.843,277.726,794.424,-16.2048,272.288
4862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5179,259.054,-882.566,-152.822,277.726,794.424,-16.2049,272.288
4863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.518,259.054,-882.566,-152.82,277.72,794.424,-16.2049,272.288
4864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.518,259.054,-882.565,-152.823,277.722,794.424,-16.2049,272.288
4865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5197,259.053,-882.565,-152.823,277.722,794.428,-16.1864,272.288
4866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.518,259.054,-882.565,-152.823,277.722,794.444,-16.18,272.288
4867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.779,-48.523,259.048,-882.548,-152.786,277.722,794.421,-16.2055,272.288
4868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.5228,259.052,-882.565,-152.822,277.722,794.436,-16.1998,272.288
4869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5304,259.047,-882.565,-152.821,277.72,794.437,-16.1994,272.288
4870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.5278,259.049,-882.556,-152.842,277.726,794.424,-16.2048,272.288
4871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.782,-48.5327,259.054,-882.566,-152.822,277.726,794.424,-16.2049,272.288
4872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.783,-48.531,259.055,-882.565,-152.822,277.722,794.428,-16.2151,272.277
4873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5233,259.051,-882.565,-152.823,277.722,794.424,-16.2051,272.288
4874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5232,259.051,-882.565,-152.824,277.728,794.42,-16.2057,272.288
4875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.5172,259.053,-882.565,-152.823,277.722,794.424,-16.1957,272.277
4876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8,-48.5089,259.048,-882.565,-152.823,277.722,794.444,-16.1802,272.288
4877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5148,259.046,-882.565,-152.823,277.722,794.444,-16.1801,272.288
4878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.5203,259.044,-882.565,-152.823,277.722,794.444,-16.1802,272.288
4879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.5221,259.042,-882.565,-152.823,277.722,794.444,-16.1802,272.288
4880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.5221,259.042,-882.556,-152.839,277.718,794.444,-16.1802,272.288
4881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5081,259.052,-882.556,-152.842,277.721,794.444,-16.1802,272.288
4882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.5218,259.042,-882.565,-152.82,277.72,794.444,-16.1802,272.288
4883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5169,259.045,-882.566,-152.82,277.72,794.444,-16.1802,272.288
4884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.522,259.042,-882.566,-152.82,277.72,794.444,-16.1802,272.288
4885,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.4873,259.043,-882.565,-152.82,277.72,794.444,-16.1802,272.288
4886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5186,259.034,-882.574,-152.804,277.724,794.444,-16.1802,272.288
4887,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5176,259.032,-882.565,-152.822,277.722,794.431,-16.1853,272.288
4888,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5172,259.032,-882.565,-152.824,277.728,794.428,-16.1862,272.288
4889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.814,-48.4861,259.042,-882.565,-152.824,277.728,794.431,-16.1854,272.289
4890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.803,-48.4904,259.042,-882.565,-152.82,277.72,794.444,-16.1803,272.288
4891,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.517,259.032,-882.565,-152.823,277.722,794.444,-16.1802,272.288
4892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5187,259.041,-882.565,-152.82,277.72,794.47,-16.2096,272.291
4893,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5155,259.034,-882.565,-152.823,277.722,794.471,-16.2105,272.291
4894,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.5154,259.034,-882.565,-152.82,277.72,794.43,-16.1643,272.286
4895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.783,-48.5133,259.031,-882.565,-152.823,277.722,794.459,-16.1824,272.277
4896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5109,259.034,-882.565,-152.823,277.722,794.458,-16.206,272.28
4897,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.496,259.031,-882.565,-152.82,277.72,794.46,-16.184,272.278
4898,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4687,259.035,-882.565,-152.823,277.722,794.457,-16.2055,272.28
4899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4887,259.033,-882.565,-152.823,277.722,794.46,-16.184,272.278
4900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.4668,259.033,-882.565,-152.82,277.72,794.457,-16.2055,272.28
4901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4888,259.033,-882.565,-152.823,277.722,794.46,-16.184,272.278
4902,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.4968,259.034,-882.565,-152.823,277.722,794.46,-16.1831,272.277
4903,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4894,259.033,-882.565,-152.82,277.72,794.458,-16.2058,272.28
4904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.802,-48.4891,259.033,-882.565,-152.823,277.722,794.475,-16.2017,272.279
