Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branchy:OriginEnd,,,branchy:TargetEnd,,,branchy:OriginOther,,,branchy:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
34051,0,-96.9753,137.87,347.05,-144.189,116.486,304.584,-177.208,91.8326,243.524,-225.341,94.0644,283.34,-276.183,95.7278,339.863,-349.456,76.1951,327.642,-426.62,98.4842,345.929,-487.484,74.3292,333.46,-540.505,54.7262,296.38,,,,-260.364,109.135,324.144,235.726,128.902,320.56,-934.351,75.3669,339.505,408.681,133.514,330.773
34052,0,-97.6154,137.426,346.344,-144.406,116.604,303.538,,,,-225.645,93.5404,281.804,-275.128,96.3662,339.924,-348.649,75.7528,327.546,-425.622,98.6462,346.268,-486.814,74.4181,333.886,-539.737,54.2629,296.262,,,,-260.347,109.17,324.165,235.728,128.9,320.551,-934.391,75.1482,339.533,408.681,133.512,330.772
34053,0,-97.8018,137.349,345.383,-144.961,115.568,302.724,-177.524,92.2232,240.651,-225.744,93.2091,280.41,-273.877,96.1921,339.468,-347.698,75.8514,327.333,-424.671,98.4451,346.248,-486.174,75.7481,334.623,-538.792,54.5772,296.037,,,,-260.242,109.267,324.204,235.726,128.898,320.555,-934.351,75.3637,339.506,408.692,133.51,330.774
34054,0,-98.1821,136.999,344.417,-145.131,115.552,301.849,-177.668,91.1802,239.848,-226.068,92.702,279.084,-272.934,96.4735,339.384,-346.702,75.2562,327.247,-423.696,98.451,346.83,-485.619,76.1024,335.03,-537.919,54.6705,295.893,,,,-260.267,109.257,324.201,235.726,128.902,320.56,-934.35,75.3742,339.505,408.692,133.51,330.774
34055,0,-98.5886,136.672,343.4,-145.688,114.935,301.13,-177.9,90.2217,238.964,-226.466,92.1582,277.93,-271.611,96.0514,338.764,-345.707,75.1957,327.059,-422.816,98.4858,347.123,-484.769,77.034,335.524,-536.869,54.9317,295.751,,,,-260.249,109.274,324.204,235.729,128.906,320.561,-934.35,75.371,339.505,408.69,133.482,330.768
34056,0,-98.9053,136.5,342.41,-145.856,115.187,300.177,-178.326,89.4599,238.168,-226.738,91.8146,276.611,-270.92,96.3468,338.6,-344.951,75.11,327.028,-421.647,98.7216,347.502,-484.168,77.2614,336.02,-536.049,54.8982,295.745,,,,-260.253,109.269,324.2,235.726,128.902,320.56,-934.391,75.1444,339.534,408.681,133.513,330.773
34057,0,-99.2289,136.331,341.351,-146.648,114.277,299.427,,,,-227.263,91.3319,275.235,-269.786,96.6469,338.544,-343.852,75.2022,326.779,-420.709,98.7554,347.526,-483.25,78.2616,336.537,-534.924,55.3771,295.596,,,,-260.263,109.263,324.21,235.719,128.908,320.559,-934.396,75.1488,339.534,408.701,133.484,330.783
34058,0,-99.4647,135.973,340.53,-147.011,114.455,298.741,,,,-227.959,90.8119,274.237,-269.098,96.7733,338.606,-343.15,74.959,326.674,-419.743,98.5182,347.84,-482.397,78.3451,336.928,-534.17,54.9403,295.575,,,,-260.269,109.256,324.206,235.726,128.898,320.555,-934.396,75.1535,339.535,408.688,133.487,330.764
34059,0,-99.7581,135.827,339.72,-147.447,113.473,298.236,-179.888,89.6981,234.912,-228.297,90.4941,273.121,-268.122,96.8941,338.528,-341.963,75.3974,326.664,-418.763,98.7093,348.13,-481.498,78.3083,337.669,-533.067,55.6076,295.548,,,,-260.273,109.257,324.219,235.729,128.906,320.56,-934.396,75.1528,339.533,408.689,133.486,330.766
34060,0,-100.098,135.556,338.936,-147.501,113.798,297.421,-180.745,90.1741,234.228,-228.807,90.0462,271.956,-267.426,97.8947,338.226,-341.237,75.3551,326.749,-417.712,98.9786,348.106,-480.888,78.3758,338,-531.712,56.2804,295.377,,,,-260.317,109.213,324.209,235.724,128.9,320.563,-934.396,75.1527,339.533,408.662,133.523,330.772
34061,0,-100.225,135.418,338.067,-147.956,113.719,296.977,-181.254,89.6482,233.089,-229.437,89.4401,270.641,-266.014,97.4776,337.917,-340.269,75.3176,327.11,-416.705,98.4561,348.449,-480.243,79.3847,338.168,-531.414,56.8116,294.945,,,,-260.182,109.364,324.315,235.715,128.9,320.553,-934.369,75.1492,339.534,408.662,133.554,330.769
34062,0,-100.63,134.993,337.473,-148.644,112.731,296.279,,,,-229.849,88.9566,269.342,-264.955,97.654,337.475,-339.45,75.7559,327.01,-415.594,98.7179,348.591,-479.274,80.2032,338.695,-529.848,57.1564,295.153,,,,-260.125,109.427,324.32,235.726,128.898,320.555,-934.36,75.365,339.514,408.695,133.496,330.764
34063,0,-100.813,134.794,336.821,-149.001,113.023,295.83,,,,-230.2,88.5607,268.533,-263.77,97.1513,337.009,-338.279,76.9862,327.299,-414.552,98.5272,348.458,-478.333,81.0898,339.274,-528.453,56.9824,295.209,,,,-260.09,109.468,324.347,235.729,128.906,320.56,-934.4,75.1516,339.51,408.702,133.47,330.781
34064,0,-100.914,134.837,336.222,-149.658,111.919,295.365,-181.951,89.5258,230.715,-230.494,88.1965,267.404,-262.549,97.3499,336.798,-337.456,76.0788,327.476,-413.553,98.1455,348.791,,,,-527.542,57.0426,295.409,,,,-260.102,109.457,324.344,235.719,128.908,320.559,-934.38,75.2597,339.501,408.698,133.481,330.776
34065,0,-101.308,134.276,335.627,-149.731,112.775,294.421,-182.258,89.6404,229.88,-230.709,88.0229,266.568,-261.842,97.8872,336.503,-336.573,76.4015,327.362,-412.379,98.3864,349.018,-476.504,81.8782,340.059,-526.349,57.7249,295.383,,,,-260.106,109.452,324.343,235.718,128.908,320.559,-934.396,75.1571,339.534,408.675,133.507,330.788
34066,0,-101.593,134.108,335.289,-150.142,112.38,294.332,-183.254,90.9602,229.482,-230.981,87.5517,265.727,-260.823,97.9028,335.961,-335.239,76.5377,327.561,-411.395,98.3883,348.933,-476.282,81.6077,340.219,-525.171,58.2194,295.503,,,,-260.13,109.426,324.341,235.729,128.906,320.56,-934.396,75.1511,339.533,408.696,133.431,330.773
34067,0,-102.026,133.89,334.774,-150.736,111.315,294.186,-182.973,90.3474,228.653,-231.21,87.1246,264.438,-259.658,97.9546,335.417,-334.419,76.8282,327.636,-410.199,98.3683,348.89,-474.837,82.9479,340.21,-524.133,58.0091,295.768,,,,-260.063,109.55,324.376,235.719,128.908,320.559,-934.396,75.1526,339.533,408.676,133.504,330.788
34068,0,-102.348,133.609,334.493,-150.725,111.904,293.928,-183.518,90.384,227.856,-231.731,86.5114,263.101,-259.12,97.8278,334.773,-333.396,77.2768,328.004,-409.304,97.7549,348.899,-474.117,83.4844,340.865,-523.215,59.1407,295.698,,,,-260.069,109.546,324.376,235.728,128.908,320.569,-934.358,75.3787,339.513,408.678,133.492,330.777
34069,0,-102.505,133.407,334.317,-150.842,112.056,293.543,-183.409,90.9403,227.567,-231.832,86.1925,261.948,-257.542,98.2952,334.325,-332.066,77.9594,328.224,-408.231,98.0363,348.664,-473.229,84.6213,340.798,-522.164,58.5252,296.036,,,,-260.077,109.537,324.373,235.719,128.908,320.559,-934.329,75.3844,339.506,408.664,133.511,330.787
34070,0,-102.733,133.46,334.223,-151.159,112.024,293.303,-182.885,90.5849,226.871,-231.641,86.1727,261.121,-256.674,98.4078,333.444,-331.039,78.8404,328.29,-407.306,97.4115,348.574,-472.451,84.3857,341.144,-520.87,59.1839,296.069,,,,-259.762,109.83,324.525,235.725,128.9,320.553,-934.407,75.1279,339.538,408.681,133.483,330.779
34071,0,-102.778,133.456,334.111,-151.236,112.557,292.938,-183.362,91.2918,226.142,-231.818,85.7095,259.834,-255.706,98.5276,332.652,-329.799,79.3391,328.829,-406.102,97.2275,348.309,-471.576,85.4027,341.57,-519.978,59.3696,296.325,,,,-259.401,110.203,324.671,235.715,128.9,320.553,-934.349,75.2621,339.523,408.695,133.497,330.788
34072,0,-102.869,133.483,334.049,-151.256,112.722,292.818,-183.338,91.771,226.054,-231.912,85.2564,258.451,-254.719,98.7555,332.191,-328.963,79.7379,329.225,-405.18,96.6007,348.158,-470.745,85.7183,341.652,-518.826,59.4692,296.575,,,,-259.434,110.163,324.635,235.718,128.906,320.552,-934.369,75.1533,339.533,408.708,133.397,330.784
34073,0,-103.23,133.237,333.875,-151.369,112.328,292.779,-182.68,90.9908,225.218,-231.997,84.7766,257.064,-253.845,98.565,331.078,-327.679,79.8959,329.24,-403.957,96.9908,347.623,-469.821,86.3624,341.72,-517.841,59.6048,296.902,,,,-260.216,109.367,324.546,235.718,128.906,320.552,-934.419,75.4466,339.566,408.665,133.508,330.787
34074,0,-103.48,133.078,333.819,-151.592,111.186,292.738,-182.44,91.8877,224.436,-232.011,84.3509,255.717,-252.722,98.7685,330.248,-326.352,80.9721,329.692,-403.123,95.9181,347.876,-469.016,86.5155,341.739,-516.959,60.0311,296.982,,,,-260.588,108.983,324.487,235.728,128.904,320.554,-934.446,75.4609,339.565,408.686,133.432,330.772
34075,0,-103.601,133.001,333.778,-151.663,110.702,292.776,-182.062,92.448,223.935,-231.96,84.0709,254.488,-251.869,98.759,329.14,-325.516,80.9094,330.116,-401.939,95.2775,347.724,-467.815,87.0357,341.719,-515.783,60.176,297.133,,,,-260.316,109.253,324.499,235.718,128.906,320.552,-934.446,75.4567,339.565,408.677,133.516,330.792
34076,0,-103.677,132.884,333.817,-151.511,111.259,292.768,-181.878,91.8893,223.462,-231.819,83.8552,253.212,-250.739,98.5198,327.909,-324.162,81.2167,330.292,-400.759,94.5922,347.717,-466.717,87.181,341.876,-515.028,60.5698,297.481,,,,-260.021,109.55,324.504,235.728,128.908,320.569,-934.396,75.1576,339.533,408.676,133.48,330.806
34077,0,-103.695,132.79,333.864,-151.609,111.22,292.817,-180.933,91.9708,222.951,-231.569,83.6128,251.828,-249.946,98.7596,326.932,-323.051,82.1323,331.125,-399.35,94.2786,347.868,-466.023,87.7826,342.031,-513.898,61.0683,297.869,,,,-260.157,109.375,324.379,235.725,128.9,320.553,-934.436,75.4547,339.512,408.675,133.503,330.787
34078,0,-103.699,132.667,333.94,-151.766,111.06,292.888,-180.901,92.0862,222.81,-231.339,83.411,250.574,-248.948,98.2383,325.69,-322.001,82.0524,331.447,-398.144,93.8827,347.633,-464.295,88.1505,342.179,-513.026,60.4164,298.473,,,,-260.056,109.45,324.298,235.718,128.906,320.552,-934.411,75.6591,339.548,408.674,133.476,330.79
34079,0,-103.653,132.629,334.075,-151.838,110.923,292.965,-180.509,93.19,222.293,-231.335,82.8745,249.229,-248.153,98.1239,324.4,-320.706,82.7901,331.772,-396.921,93.1551,347.568,-463.457,88.531,341.881,-512.125,61.18,298.955,,,,-259.87,109.665,324.388,235.73,128.896,320.558,-934.396,75.1643,339.532,408.663,133.52,330.788
34080,0,-103.619,132.544,334.145,-151.828,110.836,292.992,-180.26,93.5807,221.867,-231.353,82.5044,247.786,-247.477,97.8998,323.169,-319.294,83.7411,332.191,-395.739,92.9491,347.259,-462.322,88.8827,341.88,-511.056,61.022,299.667,,,,-259.669,109.878,324.424,235.726,128.902,320.56,-934.396,75.1448,339.534,408.664,133.524,330.775
34081,0,-103.667,132.413,334.274,-151.687,110.701,293.07,-179.476,94.4485,221.596,-231.385,82.2215,246.339,-246.445,97.7476,321.925,-318.358,83.3163,332.282,-394.75,92.3021,346.914,-461.143,89.775,342.112,-510.376,61.3829,300.385,,,,-259.557,110.048,324.601,235.718,128.909,320.553,-934.396,75.1523,339.533,408.698,133.488,330.764
34082,0,-103.656,132.328,334.347,-151.487,110.618,293.126,-179.306,94.6737,220.874,-231.235,82.1317,244.892,-245.979,97.6596,320.773,-317.281,83.3707,333.154,-393.499,92.1054,346.425,,,,-509.255,61.409,300.953,,,,-259.545,110.062,324.607,235.715,128.9,320.553,-934.356,75.3816,339.506,408.664,133.508,330.786
34083,0,-103.544,132.202,334.474,-151.264,110.491,293.18,-179.325,94.5088,220.662,-231.144,82.0391,243.599,-245.486,97.381,319.295,-315.826,84.7392,333.302,-392.275,92.2303,346.051,,,,-508.817,61.4677,301.786,,,,-259.558,110.048,324.603,235.726,128.898,320.555,-934.364,75.1564,339.51,408.675,133.508,330.788
34084,0,-103.348,132.169,334.523,-151.106,110.415,293.243,-179.02,94.7548,220.61,-231.212,81.8363,242.139,-244.685,97.2412,317.689,-314.93,84.5375,333.709,-391.094,91.3341,346.041,,,,-507.559,62.2652,302.54,,,,-259.489,110.103,324.619,235.726,128.902,320.56,-934.419,75.5334,339.53,408.705,133.477,330.794
34085,0,-103.035,132.126,334.552,-151.004,110.556,293.439,-178.546,94.3623,220.419,-231.105,81.7989,240.797,-244.39,97.0972,316.332,-313.707,85.623,334.343,-389.77,91.1771,345.786,-457.033,91.3916,342.293,-507.161,62.6031,303.16,,,,-259.496,110.048,324.613,235.725,128.904,320.569,-934.391,75.1524,339.531,408.676,133.506,330.788
34086,0,-102.753,132.077,334.57,-150.886,110.759,293.591,-177.92,95.3079,220.222,-230.916,81.9279,239.425,-243.958,96.8958,314.855,-312.304,86.3455,334.289,-388.458,91.489,345.698,-455.414,90.8241,342.14,-506.022,62.2047,304.357,,,,-259.508,110.035,324.609,235.725,128.896,320.548,-934.413,75.4275,339.567,408.692,133.481,330.777
34087,0,-102.533,132.102,334.603,-150.803,110.976,293.791,-178.05,95.3946,220.201,-231.004,81.8064,238.131,-243.456,96.5584,313.419,-311.257,87.1146,334.912,-387.209,91.1335,345.27,-454.065,91.981,342.303,-505.132,62.6946,305.254,,,,-259.507,110.035,324.61,235.715,128.902,320.552,-934.364,75.1451,339.531,408.664,133.51,330.787
34088,0,-102.368,132.11,334.612,-150.747,111.012,293.898,-177.394,96.144,220.028,-230.93,81.8902,236.991,-243.233,96.3198,312.117,-310.144,87.3063,335.452,-386.388,90.1906,345.053,-453.018,92.5798,342.13,-504.423,62.1906,306.484,,,,-259.506,110.037,324.61,235.726,128.902,320.56,-934.364,75.1317,339.532,408.696,133.499,330.804
34089,0,-102.283,132.111,334.626,-150.707,111.007,293.998,-176.884,97.0551,219.341,-230.797,81.9117,235.716,-243.066,96.1893,310.995,-308.935,88.0165,335.875,-385.092,89.8697,344.389,-451.925,93.2276,342.492,-503.512,63.261,307.328,,,,-259.506,110.037,324.61,235.726,128.898,320.555,-934.391,75.1396,339.532,408.695,133.412,330.796
34090,0,-102.226,132.092,334.632,-150.655,111.108,294.062,-176.896,96.4204,219.098,-230.65,81.93,234.362,-242.843,96.2071,309.689,-307.779,88.6162,336.251,-383.942,89.2687,344.278,-450.646,94.1584,342.865,-502.535,63.0086,308.516,,,,-259.506,110.037,324.61,235.726,128.902,320.56,-934.324,75.3608,339.505,408.685,133.5,330.803
34091,0,-102.109,132.051,334.629,-150.6,111.143,294.1,-176.526,97.5012,218.995,-230.364,82.0157,233.096,-242.644,95.9451,308.358,-306.653,88.7088,336.712,-382.689,88.7156,343.674,-449.414,93.8976,342.801,-502.08,62.9338,309.663,,,,-259.506,110.037,324.61,235.715,128.904,320.559,-934.327,75.3603,339.481,408.662,133.519,330.773
34092,0,-102.028,132.074,334.645,-150.576,111.204,294.13,-176.538,98.3589,218.801,-230.1,82.2654,232.037,-242.345,95.7029,306.573,-305.26,89.8697,337.085,-381.362,88.4866,343.117,-447.944,94.5543,342.931,-500.901,63.6078,310.647,,,,-259.506,110.037,324.61,235.715,128.904,320.559,-934.324,75.3659,339.504,408.703,133.473,330.795
34093,0,-101.961,132.078,334.664,-150.556,111.259,294.184,-176.37,98.8692,218.472,-230.194,82.1444,230.775,-242.133,95.4865,305.118,-303.895,90.2847,337.44,-380.109,88.4037,342.623,-446.69,94.9085,342.822,-500.409,63.8944,311.936,,,,-259.432,110.097,324.627,235.726,128.902,320.56,-934.337,75.1367,339.532,408.664,133.517,330.789
34094,0,-101.884,132.147,334.686,-150.548,111.392,294.228,-176.25,98.6548,218.224,-230.019,82.3644,229.559,-242.15,95.3265,303.874,-302.816,90.3319,337.696,-378.831,87.7826,342.279,-445.304,95.12,342.778,-499.676,63.7417,313.218,,,,-259.419,110.111,324.631,235.729,128.906,320.561,-934.352,75.3602,339.493,408.682,133.482,330.781
34095,0,-101.854,132.27,334.717,-150.562,111.363,294.265,-175.743,99.833,218.096,-230.088,82.4288,228.207,-242.037,95.1178,302.546,-301.547,91.1852,338.271,-377.597,86.7086,341.539,-443.559,95.8761,342.972,-498.769,64.547,314.453,,,,-259.423,110.107,324.63,235.726,128.902,320.56,-934.381,75.37,339.483,408.693,133.489,330.788
34096,0,-101.894,132.412,334.766,-150.55,111.383,294.321,-175.863,99.4288,218.053,-229.967,82.6775,227.056,-241.896,94.9283,301.09,-300.014,91.6644,338.509,-376.573,85.8938,341.209,-442.088,95.74,342.91,-498.166,64.2998,315.767,,,,-259.499,110.045,324.612,235.725,128.9,320.553,-934.351,75.371,339.505,408.664,133.538,330.783
34097,0,-101.822,132.545,334.791,-150.541,111.514,294.326,-175.625,100.24,217.931,-229.792,82.9679,225.616,-241.851,94.7722,299.458,-298.411,92.5648,338.792,-374.93,85.6561,340.634,-441.28,96.338,343.09,-497.134,65.1899,316.698,,,,-259.512,110.03,324.608,235.718,128.909,320.553,-934.326,75.3637,339.493,408.696,133.489,330.787
34098,0,-101.909,132.667,334.792,-150.537,111.646,294.325,-175.387,100.539,217.564,-229.754,83.2225,223.962,-241.886,94.6783,297.724,-297.188,92.9018,339.237,-373.882,85.0396,340.302,-440.03,97.1914,343.119,-496.583,65.958,317.798,,,,-259.508,110.035,324.609,235.725,128.9,320.553,-934.377,75.1083,339.523,408.683,133.538,330.786
34099,0,-101.955,132.811,334.776,-150.5,111.758,294.303,-175.163,100.919,217.483,-229.577,83.5974,222.52,-242.113,94.51,296.148,-295.947,92.8803,339.468,-372.493,84.4444,339.454,-438.641,97.5259,343.128,-495.418,65.9751,318.681,,,,-259.506,110.037,324.61,235.726,128.902,320.56,-934.368,75.1232,339.51,408.696,133.5,330.804
34100,0,-101.972,133.021,334.725,-150.514,111.834,294.294,-174.721,101.511,216.95,-229.544,83.7668,220.933,-242.525,94.0082,294.436,-294.431,93.1627,340.095,-371.368,84.0367,339.204,-437.158,97.8967,343.092,-494.738,66.9212,319.644,,,,-259.506,110.037,324.61,235.725,128.896,320.548,-934.365,75.1335,339.518,408.702,133.473,330.795
34101,0,-102.049,133.305,334.645,-150.577,112.008,294.212,-174.421,102.145,216.67,-229.601,83.9774,219.507,-242.674,93.563,292.497,-292.859,93.9516,340.348,-369.942,83.2331,338.399,-436,97.2446,343.15,-494.023,66.9249,320.788,,,,-259.506,110.037,324.61,235.726,128.902,320.56,-934.404,75.1087,339.525,408.696,133.498,330.804
34102,0,-102.148,133.54,334.509,-150.732,112.296,294.083,-174.464,101.838,216.675,-229.486,84.2447,218.083,-242.77,93.4282,290.859,-291.436,94.4612,340.248,-368.386,82.783,337.815,-434.498,97.2367,343.044,-493.18,67.5323,321.707,,,,-259.506,110.037,324.61,235.726,128.902,320.56,-934.404,75.1077,339.525,408.693,133.514,330.778
34103,0,-102.331,133.663,334.46,-150.836,112.506,293.964,-174.442,102.325,216.173,-229.395,84.4839,216.608,-242.951,93.4214,289.286,-290.085,94.5752,340.47,-367.43,82.0194,337.338,-433.114,97.2844,343.057,-492.806,67.6857,322.915,,,,-259.485,110.107,324.62,235.726,128.902,320.56,-934.356,75.3474,339.501,408.696,133.511,330.792
34104,0,-102.53,133.829,334.375,-150.877,112.561,293.761,-174.507,102.848,215.791,-229.21,84.9889,215.657,-243.204,93.3675,287.66,-288.526,95.2356,340.669,-366.089,81.5545,336.543,-432.048,97.1915,343.241,-491.751,67.8585,323.914,,,,-259.55,110.057,324.605,235.725,128.9,320.553,-934.363,75.3422,339.497,408.698,133.491,330.767
34105,0,-102.752,134.009,334.227,-151.122,112.777,293.419,-174.891,102.922,215.677,-229.266,84.8732,214.085,-243.494,93.1607,286.183,-287.107,95.1234,340.971,-364.853,81.3502,336.16,-430.547,97.4648,343.411,-490.989,69.0005,324.709,,,,-259.566,110.04,324.601,235.726,128.902,320.56,-934.409,75.1244,339.525,408.684,133.531,330.784
34106,0,-103.162,133.927,334.009,-151.344,113.059,293.121,-174.666,104.078,215.192,-229.144,84.8509,212.709,-243.849,92.8406,284.634,-285.655,95.0221,340.934,-363.961,81.0503,335.988,-429.173,97.6996,343.52,-490.55,69.3538,325.851,,,,-259.563,110.042,324.602,235.726,128.902,320.56,-934.398,75.146,339.521,408.717,133.415,330.777
34107,0,-103.142,134.32,333.795,-151.498,113.007,292.945,-174.659,104.768,214.754,-228.947,85.0014,211.246,-244.16,92.5185,282.959,-284.098,95.1168,341.096,-362.591,80.8469,335.38,-428.034,97.0815,343.63,-489.639,70.2472,326.785,,,,-259.561,110.045,324.602,235.726,128.902,320.56,-934.383,75.3871,339.507,408.705,133.459,330.792
34108,0,-103.364,134.437,333.594,-151.699,113.221,292.787,-174.768,104.951,214.278,-228.863,85.0863,209.694,-244.407,92.258,281.072,-282.431,95.4167,340.923,-361.427,80.0561,335.132,-426.622,96.8715,343.649,-488.949,70.6224,327.624,,,,-259.54,110.115,324.611,235.726,128.902,320.56,-934.4,75.1523,339.51,408.694,133.509,330.777
34109,0,-103.651,134.499,333.411,-152.084,113.645,292.63,-175.04,105.318,213.955,-228.869,85.0682,208.233,-244.56,91.9129,279.192,-280.664,95.7545,340.793,-360.15,80.2958,334.843,-425.306,96.6633,343.764,-488.493,71.4971,328.554,,,,-259.531,110.125,324.614,235.726,128.902,320.56,-934.393,75.1337,339.52,408.694,133.499,330.788
34110,0,-104.155,134.604,333.059,-152.519,113.877,292.345,-175.414,106.094,213.447,-228.679,85.2204,206.716,-245.033,91.3657,277.392,,,,-358.722,80.2657,334.54,-424.152,95.827,343.795,-487.621,72.5781,329.184,,,,-259.46,110.182,324.63,235.725,128.9,320.553,-934.4,75.1439,339.511,408.694,133.495,330.787
34111,0,-104.306,134.887,332.517,-152.855,114.036,291.971,-175.411,106.344,213.211,-228.772,85.2762,205.124,-245.516,91.0159,275.706,-277.064,97.0329,340.22,-357.284,79.687,334.5,-422.569,95.9063,343.715,-487.016,72.6341,330.444,,,,-259.47,110.124,324.625,235.725,128.9,320.553,-934.395,75.1319,339.51,408.694,133.498,330.788
34112,0,-104.579,135.005,332.287,-153.141,114.375,291.544,-175.519,106.438,212.576,-228.9,85.5434,203.918,-245.782,91.0028,274.121,-275.602,97.0386,340.026,-355.909,79.3869,334.338,-421.277,95.7576,343.778,-486.137,73.9314,330.926,,,,-259.535,110.12,324.613,235.726,128.902,320.56,-934.396,75.1522,339.533,408.721,133.402,330.781
34113,0,-105.072,135.295,331.901,-153.609,114.98,291.046,-175.294,107.019,211.765,-228.934,85.7983,202.436,-246.392,90.8633,272.461,-273.807,96.6989,339.916,-354.508,79.1487,333.686,-420.125,95.1276,343.802,-485.776,74.2894,332.106,,,,-259.532,110.12,324.583,235.726,128.902,320.56,-934.371,75.147,339.521,408.693,133.506,330.774
34114,0,-105.476,135.541,331.494,-153.657,115.64,290.554,-175.56,106.838,211.516,-229.117,85.7905,200.993,-247.376,90.5954,270.836,-272.304,97.791,339.617,-353.188,78.8317,333.231,-418.617,95.3088,343.625,-484.582,75.5314,332.796,,,,-259.501,110.196,324.564,235.723,128.898,320.56,-934.331,75.3739,339.494,408.702,133.47,330.782
