Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branchy:OriginEnd,,,branchy:TargetEnd,,,branchy:OriginOther,,,branchy:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
33975,0,-99.6829,141.94,361.047,-156.914,134.378,325.603,-224.843,110.714,313.499,-287.307,90.9104,338.9,-354.341,73.6912,321.072,-417.914,105.502,342.647,-493.633,71.4584,332.251,-537.564,49.2223,290.388,,,,,,,-260.082,109.789,323.894,235.726,128.902,320.56,-934.366,75.3629,339.542,408.717,133.434,330.754
33976,0,-99.2522,141.827,360.275,-156.084,133.511,324.548,-224.202,110.202,312.559,-286.507,91.4007,338.901,-353.732,73.7107,320.938,-417.496,105.408,342.634,-492.941,72.324,332.424,-537.096,49.2316,290.1,-566.47,80.0695,339.631,,,,-260.081,109.795,323.918,235.726,128.902,320.56,-934.396,75.1589,339.534,408.698,133.436,330.754
33977,0,-98.7683,141.704,359.636,-155.405,132.749,323.688,-223.38,109.901,311.684,-285.655,91.456,339.193,-352.969,73.4763,320.926,-416.812,104.982,342.617,-492.663,72.4045,332.824,-536.46,49.3902,289.729,-566.071,78.5561,338.893,,,,-260.08,109.75,323.943,235.726,128.902,320.56,-934.37,75.3478,339.52,408.673,133.529,330.762
33978,0,-98.5215,141.46,358.856,-154.659,131.547,322.487,-222.936,109.309,310.507,-284.668,91.7918,339.326,-352.409,73.5497,321.051,-416.022,104.736,342.595,-492.566,72.1707,333.171,-535.656,48.8323,289.624,-565.633,77.4015,338.463,,,,-260.092,109.733,323.925,235.726,128.902,320.56,-934.369,75.3562,339.517,408.697,133.442,330.752
33979,0,-98.2419,141.335,358.183,-154.102,130.538,321.63,-222.209,109.001,309.69,-283.863,92.1187,339.57,,,,-415.475,104.642,342.654,-491.959,72.7295,333.369,-535.145,49.0839,289.271,,,,,,,-260.097,109.728,323.946,235.726,128.898,320.555,-934.38,75.1237,339.539,408.673,133.525,330.762
33980,0,-98.1129,140.967,357.347,-153.476,129.585,320.612,-221.786,108.24,308.354,-282.831,92.5584,339.519,-351.607,72.6775,320.072,-414.793,104.539,342.798,-491.185,73.3945,333.537,-534.117,49.4356,289.077,-565.427,76.7013,337.87,,,,-260.106,109.722,323.988,235.726,128.902,320.56,-934.342,75.3404,339.518,408.674,133.518,330.776
33981,0,-97.975,140.761,356.75,-153.001,128.556,319.643,-221.362,107.806,307.468,-282.052,92.644,339.805,-350.841,72.993,319.542,-414.11,104.433,342.861,-490.835,73.3273,333.975,-533.586,49.6823,288.891,-565.385,76.301,337.558,,,,-260.116,109.668,324.052,235.726,128.902,320.56,-934.396,75.1595,339.532,408.694,133.51,330.777
33982,0,-97.9747,140.236,356.119,-152.735,127.753,318.758,-220.464,107.54,306.503,-281.153,92.9413,339.924,-350.015,72.86,319.555,-413.622,104.206,342.867,-490.625,73.5268,334.321,-532.87,49.2163,288.726,-565.428,75.7099,336.843,,,,-260.125,109.642,324.101,235.723,128.898,320.56,-934.458,75.4189,339.571,408.675,133.507,330.788
33983,0,-98.1212,139.773,355.374,-152.424,126.869,317.685,-220.436,106.702,305.262,-280.298,93.2089,340.197,-349.588,73.0021,319.584,-412.872,104.101,343.116,-490.234,73.1829,334.705,-532.078,49.9044,288.721,-565.125,75.0897,336.624,,,,-260.125,109.596,324.122,235.726,128.902,320.56,-934.337,75.3391,339.514,408.673,133.53,330.762
33984,0,-97.8496,139.428,354.716,-151.967,126.04,316.866,-220.005,106.095,304.297,-279.278,93.7106,340.274,,,,-412.138,104.244,343.443,-489.712,73.0225,335.109,-531.451,49.6583,288.765,-564.874,74.7852,336.367,,,,-260.131,109.59,324.144,235.726,128.902,320.56,-934.324,75.3605,339.507,408.675,133.508,330.788
33985,0,-98.0822,138.871,354.04,-151.711,125.41,316.045,-219.365,105.709,303.199,-278.274,94.0533,340.252,-347.832,73.9796,318.847,-411.73,104.01,343.588,-489.061,73.6958,335.547,-530.709,50.2558,288.818,-564.756,74.1162,335.599,,,,-260.136,109.533,324.127,235.726,128.902,320.56,-934.354,75.2294,339.525,408.673,133.516,330.773
33986,0,-98.0554,138.287,353.441,-151.209,124.289,314.921,-218.828,105.215,302.152,-277.223,94.3507,340.347,-347.095,72.5497,319.642,-410.955,103.895,343.917,-488.441,75.0543,335.664,-530.131,50.4555,288.985,-564.509,73.3122,335.432,,,,-260.126,109.545,324.143,235.726,128.902,320.56,-934.325,75.3587,339.511,408.661,133.532,330.76
33987,0,-97.9938,137.884,352.769,-151.243,123.365,314.214,-218.415,104.622,301.032,-275.882,94.8016,340.755,,,,-410.154,103.8,343.903,-488.146,74.9415,336.22,-529.486,50.4482,289.276,-564.14,73.2532,335.184,,,,-260.136,109.532,324.127,235.726,128.902,320.56,-934.363,75.1418,339.531,408.664,133.51,330.786
33988,0,-97.9191,137.719,352.269,-150.888,123.27,313.471,-217.792,104.334,300.142,-274.87,95.5105,340.538,-345.368,72.6567,319.608,-409.18,103.881,343.876,-487.601,74.5822,336.526,-528.824,51.1066,289.405,-564.059,72.4152,334.325,,,,-260.132,109.535,324.105,235.726,128.902,320.56,-934.376,75.1044,339.539,408.662,133.52,330.772
33989,0,-98.0502,137.294,351.537,-150.664,122.362,312.493,-217.328,103.759,299.094,-274.192,95.9535,340.526,,,,-408.787,103.899,344.159,-486.901,75.4811,337.073,-528.291,50.5421,289.732,-564.091,71.9776,334.131,,,,-260.121,109.549,324.122,235.726,128.902,320.56,-934.376,75.106,339.537,408.699,133.438,330.756
33990,0,-98.0228,136.786,351.015,-150.544,121.935,312.119,-217.028,103.285,298.105,-273.163,96.3719,340.509,-343.628,72.8008,319.461,-407.866,103.643,344.317,-486.477,76.1857,337.448,-527.781,50.3374,290.166,-563.983,71.5721,333.757,,,,-260.116,109.554,324.1,235.726,128.902,320.56,-934.403,75.1107,339.538,408.689,133.437,330.753
33991,0,-97.8624,136.604,350.375,-150.114,121.376,311.032,-216.591,102.62,297.019,-272.043,96.8014,340.424,-343.089,72.4815,319.07,-407.011,103.427,344.567,-485.658,76.6494,337.808,-526.831,51.3208,290.439,-563.828,71.1356,333.156,,,,-260.116,109.554,324.1,235.726,128.902,320.56,-934.403,75.1108,339.538,408.673,133.518,330.774
33992,0,-97.8047,136.31,349.88,-149.6,120.71,310.766,-215.803,102.567,296.231,-270.916,97.259,340.404,-341.782,72.9142,319.362,-406.025,103.179,344.699,-484.807,77.5806,338.106,-526.161,51.3036,290.782,-563.67,70.3943,333.008,,,,-260.116,109.554,324.1,235.726,128.902,320.56,-934.366,75.322,339.519,408.688,133.427,330.775
33993,0,-97.5957,136.161,349.243,-149.515,120.361,310.03,-215.182,101.965,295.208,-269.838,97.6403,340.171,,,,-405.284,103.209,344.829,-484.397,77.6383,338.825,-525.801,51.131,291.476,-563.5,70.4823,332.793,,,,-260.116,109.554,324.1,235.726,128.902,320.56,-934.402,75.1177,339.537,408.662,133.531,330.761
33994,0,-97.4567,135.986,348.96,-149.198,120.119,309.452,-214.642,101.723,294.47,-268.852,98.1703,340.029,-339.941,72.7699,319.385,-404.418,103.007,344.87,-483.35,78.77,338.807,-524.775,51.5163,291.867,-563.316,70.1667,332.104,,,,-260.121,109.55,324.122,235.726,128.902,320.56,-934.403,75.1083,339.54,408.674,133.507,330.787
33995,0,-97.2562,135.791,348.512,-148.892,119.639,309.019,-213.92,101.249,293.621,-267.569,98.4669,339.771,,,,-403.247,102.527,344.884,-482.682,79.1464,339.433,-524.236,51.8694,292.56,-563.237,70.0006,331.78,,,,-260.126,109.547,324.144,235.726,128.902,320.56,-934.403,75.1113,339.539,408.664,133.508,330.786
33996,0,-97.095,135.622,348.012,-148.621,119.363,308.644,-213.38,100.8,292.574,-266.592,98.8848,339.716,-337.782,73.2639,319.327,-402.23,102.494,345.064,-481.998,79.3669,339.633,-523.62,51.5023,293.201,-563.227,70.061,331.626,,,,-260.131,109.542,324.166,235.726,128.902,320.56,-934.403,75.1115,339.539,408.673,133.516,330.773
33997,0,-96.8093,135.577,347.797,-148.442,119.269,308.321,-212.763,100.43,291.877,-265.423,99.288,339.335,-337.173,72.452,319.386,-401.437,102.15,344.863,-480.996,80.0667,339.792,-522.784,52.0366,293.839,-563.078,69.6197,331.236,,,,-260.136,109.538,324.188,235.726,128.902,320.56,-934.43,75.1148,339.539,408.673,133.519,330.774
33998,0,-96.6238,135.491,347.673,-148.093,119.1,308.066,-212.118,100.187,290.885,-264.294,99.7168,339.135,-335.836,72.4506,319.293,-400.448,101.545,344.908,-480.348,80.6358,340.289,-522.188,52.3229,294.478,-563.091,69.3402,330.766,,,,-260.152,109.537,324.187,235.723,128.898,320.56,-934.366,75.3221,339.519,408.675,133.507,330.788
33999,0,-96.3452,135.428,347.496,-147.706,118.889,308.029,-211.397,99.8095,290.126,-263.147,100.051,338.945,,,,-399.259,100.995,345.003,-479.431,81.1862,340.325,-521.562,51.9732,295.329,-562.87,68.8658,330.382,,,,-260.157,109.532,324.209,235.723,128.898,320.56,-934.402,75.1176,339.537,408.7,133.42,330.778
34000,0,-95.8708,135.407,347.32,-147.338,118.706,307.889,-210.653,99.5486,289.157,-261.911,100.496,338.571,,,,-398.338,100.678,345.074,-478.452,81.9138,340.803,-520.945,52.239,295.918,-562.797,68.585,330.365,,,,-260.157,109.532,324.209,235.726,128.902,320.56,-934.403,75.1075,339.538,408.676,133.504,330.788
34001,0,-95.6376,135.534,347.159,-146.966,118.586,307.811,-209.727,99.4021,288.542,-260.641,101.009,338.218,-332.57,72.7057,320.422,-397.304,100.621,345.181,-477.784,82.6525,341.073,-520.274,52.6969,296.674,-562.818,68.1472,329.908,,,,-260.157,109.532,324.209,235.726,128.902,320.56,-934.379,75.0984,339.515,408.704,133.409,330.781
34002,0,-95.3848,135.492,347.185,-146.902,118.64,307.594,-209.171,98.8866,287.549,-259.543,101.288,337.617,,,,-396.37,100.029,345.136,-477.046,82.9607,341.142,-519.742,52.5119,297.415,-562.789,67.524,329.376,,,,-260.152,109.535,324.187,235.726,128.902,320.56,-934.402,75.1105,339.538,408.676,133.504,330.788
34003,0,-95.152,135.38,347.213,-146.8,118.74,307.514,-208.365,98.6694,286.973,-258.355,101.696,337.388,-331.04,72.209,321.054,-395.304,99.5253,345.319,-475.91,83.9152,341.463,-519.304,52.7223,297.929,-562.811,67.6778,329.074,,,,-260.152,109.537,324.187,235.723,128.898,320.56,-934.403,75.1109,339.538,408.674,133.517,330.776
34004,0,-94.9429,135.349,347.284,-146.389,118.97,307.567,-207.424,98.4887,286.147,-257.163,102.031,336.869,,,,-394.268,99.2374,345.55,-475.119,84.415,341.768,-518.415,53.4053,298.818,-562.679,67.6835,328.578,,,,-260.152,109.535,324.187,235.723,128.898,320.56,-934.366,75.322,339.519,408.663,133.553,330.769
34005,0,-94.7119,135.36,347.345,-145.934,118.745,307.778,-206.686,98.0932,285.493,-255.672,102.546,336.255,,,,-393.185,98.7236,345.499,-474.382,85.0155,341.921,-517.859,53.6471,299.625,-562.741,67.1979,328.059,,,,-260.145,109.549,324.244,235.726,128.902,320.56,-934.402,75.1177,339.537,408.653,133.544,330.782
34006,0,-94.4285,135.496,347.43,-145.506,118.755,307.783,-205.846,97.84,284.729,-254.809,102.67,335.812,,,,-392.248,98.3226,345.34,-473.404,85.5355,341.923,-517.341,54.14,300.282,-562.621,66.753,327.768,,,,-260.145,109.551,324.266,235.73,128.898,320.56,-934.366,75.3189,339.519,408.651,133.579,330.765
34007,0,-94.1554,135.618,347.562,-145.328,118.805,307.907,-205.164,97.3977,283.899,-253.543,102.965,335.344,,,,-391.167,97.891,345.175,-472.204,86.3431,342.139,-516.601,54.3287,301.149,-562.462,66.6859,327.046,,,,-260.167,109.518,324.193,235.726,128.902,320.56,-934.391,75.1462,339.532,408.664,133.554,330.772
34008,0,-93.7833,135.807,347.802,-145.17,118.705,308.204,-204.009,97.4752,283.3,-252.009,103.559,334.588,,,,-390.346,97.0382,345.093,-471.448,86.8337,342.438,-516.082,54.471,301.674,-562.268,65.9711,326.765,,,,-260.141,109.585,324.288,235.726,128.902,320.56,-934.4,75.1415,339.511,408.662,133.545,330.769
34009,0,-93.5934,135.885,348.092,-144.946,118.797,308.443,-203.287,97.026,282.267,-251.156,103.462,334.125,,,,-389.461,96.5539,344.957,-470.644,87.3371,342.482,-515.672,54.6531,302.629,-562.346,65.4368,326.248,,,,-260.3,109.337,324.196,235.723,128.898,320.56,-934.4,75.1443,339.511,408.676,133.511,330.766
34010,0,-93.349,136.157,348.431,-144.57,118.884,308.843,-202.248,97.0964,281.772,-250.097,103.675,333.373,-323.266,75.5405,323.413,-388.403,96.1865,344.848,-469.551,87.7252,342.611,-514.747,55.5448,303.248,-562.21,65.1181,325.365,,,,-260.176,109.492,324.258,235.726,128.902,320.56,-934.395,75.1318,339.51,408.654,133.555,330.771
34011,0,-93.0043,136.429,348.748,-144.028,118.922,309.036,-201.345,96.7077,280.888,,,,,,,-387.45,95.2815,344.776,-468.417,88.4068,342.807,-514.127,55.7782,303.987,-562.295,64.9609,324.918,,,,-260.139,109.551,324.254,235.726,128.902,320.56,-934.329,75.3494,339.485,408.677,133.507,330.768
34012,0,-92.7157,136.594,349.02,-143.672,119.073,309.505,-200.555,96.4896,280.091,-247.7,104.013,331.877,,,,-386.471,94.9256,344.668,-467.402,88.7615,342.773,-513.551,55.9978,304.755,-562.297,64.264,324.334,,,,-260.265,109.352,324.143,235.726,128.902,320.56,-934.363,75.1432,339.53,408.682,133.487,330.756
34013,0,-92.5385,136.792,349.431,-143.39,118.972,310.006,-199.551,96.2638,279.362,-246.966,103.853,331.097,,,,-385.49,94.5005,344.733,-466.592,89.2109,342.911,-512.795,56.4403,305.496,-561.967,63.9746,323.671,,,,-260.075,109.632,324.235,235.716,128.907,320.559,-934.331,75.3697,339.512,408.686,133.484,330.781
34014,0,-92.2201,137.134,349.888,-143.24,118.886,310.176,-198.698,96.2011,278.594,,,,,,,-384.553,93.7646,344.233,-465.541,89.7575,343.007,-512.138,56.7855,306.322,-561.801,63.647,322.846,,,,-260.279,109.336,324.149,235.726,128.902,320.56,-934.368,75.1559,339.531,408.707,133.412,330.776
34015,0,-91.905,137.405,350.309,-142.856,119.073,310.596,-197.553,96.122,277.821,-244.812,103.885,329.297,-317.933,76.8078,325.878,-383.502,93.376,343.545,-464.496,90.2304,343.109,-511.531,57.135,307.011,-561.753,63.2388,322.201,,,,-260.165,109.495,324.182,235.726,128.902,320.56,-934.331,75.3698,339.512,408.675,133.513,330.776
34016,0,-91.5014,137.704,350.571,-142.127,119.286,311.056,-196.781,96.0794,277.207,,,,-317.242,77.321,325.936,-382.451,92.976,343.57,-463.05,90.4339,342.953,-510.851,57.0422,307.761,-561.618,63.0236,321.388,,,,-260.294,109.316,324.134,235.726,128.902,320.56,-934.351,75.2717,339.499,408.683,133.489,330.772
34017,0,-91,138.008,350.903,-141.602,119.238,311.715,-196.012,95.6861,276.521,-242.911,103.955,327.677,-316.203,77.1902,326.491,,,,-462.028,90.6434,342.999,-510.203,57.4836,308.46,-561.448,62.8954,320.614,,,,-260.095,109.603,324.217,235.726,128.902,320.56,-934.426,75.5662,339.556,408.675,133.518,330.777
34018,0,-90.6807,138.201,351.446,-141.357,119.07,311.877,-194.913,95.8937,275.992,-241.848,104.232,326.981,-315.28,77.9017,327.112,-380.68,91.6313,342.726,-461.093,91.0515,343.026,-509.434,58.2969,308.972,-561.071,61.8504,319.738,,,,-260.307,109.373,324.173,235.739,128.903,320.558,-934.369,75.323,339.52,408.678,133.503,330.767
34019,0,-90.209,138.43,351.75,-141.119,119.732,312.313,-194.166,95.6171,275.534,-240.779,104.278,326.229,-313.973,78.7359,327.299,-379.783,91.0184,342.191,-460.13,91.4241,343.03,-508.765,58.1654,309.802,-560.864,61.2574,319.039,,,,-260.315,109.363,324.179,235.739,128.903,320.558,-934.37,75.3065,339.522,408.664,133.551,330.772
34020,0,-89.7908,138.661,351.973,-140.895,119.945,312.818,-193.298,95.4995,274.954,-240.234,104.24,325.447,-313.389,78.8654,328.075,,,,-459.288,91.9109,343.03,-508.163,58.3098,310.55,-560.741,60.9153,317.953,,,,-260.29,109.397,324.212,235.738,128.901,320.551,-934.375,75.281,339.524,408.664,133.553,330.772
34021,0,-89.5286,138.729,352.239,-140.712,119.95,312.998,-192.34,95.4874,274.622,-239.433,104.197,324.745,-312.28,78.8753,328.477,-378.024,89.5064,341.569,-458.401,92.2291,343.036,-507.168,59.2554,311.098,-560.359,60.2806,317.271,,,,-260.26,109.476,324.218,235.719,128.911,320.56,-934.373,75.3006,339.498,408.674,133.517,330.776
34022,0,-89.1575,138.942,352.589,-140.157,120.177,313.431,-191.475,95.3468,273.912,-238.644,103.986,323.706,-311.297,80.0102,328.882,-377.271,88.9993,340.857,-457.022,92.8311,343.133,-506.667,59.1528,312.007,-560.033,59.869,316.159,,,,-260.243,109.496,324.211,235.726,128.902,320.56,-934.37,75.3094,339.521,408.675,133.518,330.777
34023,0,-88.8998,139.121,352.914,-139.827,120.381,313.913,-190.681,95.3409,273.433,-237.811,104.184,322.844,,,,,,,-456.081,93.0151,343.221,-506.106,59.6839,312.623,-559.852,59.1418,315.038,,,,-260.254,109.48,324.195,235.742,128.907,320.558,-934.409,75.6652,339.549,408.685,133.483,330.78
34024,0,-88.711,139.377,353.361,-139.731,120.519,314.191,-189.723,95.1787,272.632,-236.772,104.087,321.85,-309.289,81.243,329.972,-375.36,87.7222,340.279,-455.106,93.3472,343.135,-505.152,60.5907,313.289,-559.292,59.3596,314.151,,,,-260.254,109.479,324.195,235.739,128.903,320.558,-934.375,75.294,339.524,408.686,133.484,330.781
34025,0,-88.5816,139.377,353.679,-139.473,120.378,314.394,-188.878,95.2379,271.924,-235.927,104.162,320.792,-308.231,81.3376,330.437,-374.561,87.4816,339.816,-454.099,93.4129,342.952,-504.77,60.3517,314.087,-558.99,58.9505,313.023,,,,-260.264,109.465,324.179,235.738,128.899,320.552,-934.401,75.2829,339.526,408.676,133.519,330.786
34026,0,-88.473,139.415,353.885,-139.233,120.421,314.667,-187.799,95.2327,271.295,-235.146,103.874,319.686,-307.338,82.0367,331.298,-373.561,86.2959,339.083,-452.915,93.6045,343.126,-504.337,60.4804,315.067,-558.796,58.542,312.267,,,,-260.281,109.393,324.175,235.738,128.897,320.545,-934.385,75.386,339.514,408.699,133.43,330.766
34027,0,-88.6156,139.521,354.374,-139.095,120.372,314.842,-187.091,95.2828,270.439,-234.222,103.757,318.355,-306.13,82.975,331.653,-372.929,85.5892,339.056,-452.373,94.2211,343.349,-503.407,61.647,315.586,-558.24,57.7642,311.244,,,,-260.298,109.369,324.152,235.725,128.9,320.553,-934.358,75.3858,339.517,408.681,133.487,330.768
34028,0,-88.6176,139.726,354.835,-139.082,120.352,314.95,-186.112,95.0465,269.417,-233.299,103.905,317.314,-304.865,84.2343,332.511,-372.45,85.1749,338.85,-451.141,94.9203,343.59,-502.883,61.9162,316.258,-558.04,57.4541,310.557,,,,-260.289,109.368,324.122,235.726,128.898,320.555,-934.375,75.2786,339.525,408.674,133.516,330.776
34029,0,-88.6094,139.912,354.994,-139.075,120.389,315,-185.295,94.8953,268.289,,,,-303.772,84.6332,333.02,-370.767,84.1702,337.775,-450.117,95.0725,343.581,-502.271,62.6065,317.149,-557.543,57.0139,309.54,,,,-260.276,109.423,324.109,235.738,128.901,320.551,-934.385,75.3845,339.514,408.673,133.531,330.762
34030,0,-88.6868,140.03,355.087,-138.951,120.459,315.028,-184.313,95.0657,267.495,-231.976,103.309,314.664,-302.695,85.1423,333.737,-369.971,83.2717,337.5,-449.297,95.5394,343.707,-501.603,62.6283,317.974,-556.904,56.9447,308.719,,,,-260.27,109.429,324.085,235.738,128.901,320.551,-934.402,75.2886,339.525,408.663,133.551,330.763
34031,0,-88.9197,140.114,355.34,-139.003,120.368,314.997,-183.718,94.5991,266.564,-231.045,102.895,313.204,-301.443,85.5406,334.09,-369.004,82.506,337.077,-448.192,95.9334,343.765,-500.935,63.106,318.819,-556.346,57.2315,307.633,,,,-260.301,109.4,324.082,235.738,128.899,320.552,-934.375,75.2796,339.526,408.675,133.519,330.776
34032,0,-89.2524,140.129,355.562,-139.02,120.324,314.952,-182.8,94.8493,265.735,-230.167,102.891,312.02,-300.224,86.4713,334.619,-367.966,81.8717,336.11,-447.052,96.1257,343.727,-500.115,64.229,319.589,-555.883,56.1619,306.97,,,,-260.302,109.398,324.081,235.739,128.903,320.558,-934.358,75.3814,339.514,408.699,133.427,330.764
34033,0,-89.4771,140.284,355.561,-139.025,120.323,314.864,-182.085,94.523,264.678,,,,-299.003,86.8038,335.095,-367.203,81.3789,335.799,-445.742,96.5037,344.026,-499.357,64.4431,320.445,-555.364,55.9089,306.229,,,,-260.298,109.354,324.08,235.738,128.899,320.552,-934.426,75.5708,339.551,408.675,133.515,330.777
34034,0,-89.7644,140.337,355.554,-139.027,120.208,314.685,-181.185,94.6036,263.683,-228.847,102.059,309.184,-297.718,87.5359,335.824,-366.124,80.8404,334.736,-444.535,96.9551,343.819,-498.796,64.5978,321.339,-554.637,55.4152,305.27,,,,-260.298,109.352,324.08,235.742,128.907,320.558,-934.409,75.6711,339.545,408.717,133.428,330.766
34035,0,-90.2605,140.352,355.536,-139.116,120.2,314.514,-180.719,94.3551,262.521,-228.304,101.687,307.719,-296.402,88.3387,336.095,-365.67,80.1631,334.627,-443.532,96.8641,343.831,-498.039,65.2077,322.091,-553.964,55.295,304.668,,,,-260.309,109.291,324.09,235.742,128.907,320.558,-934.357,75.3885,339.512,408.701,133.482,330.767
34036,0,-90.711,140.391,355.41,-139.359,120.126,314.252,-180.226,93.9703,261.287,-227.162,101.811,306.228,-295.254,88.1937,336.709,-364.627,80.448,333.902,-442.365,97.7621,343.599,-497.357,65.4595,322.994,-553.141,55.4702,303.637,,,,-260.3,109.302,324.103,235.739,128.903,320.558,-934.369,75.1486,339.534,408.662,133.535,330.761
34037,0,-91.114,140.376,355.328,-139.598,120.132,313.698,-179.511,93.8582,260.118,-227.583,100.774,304.508,-293.88,88.9182,337.051,-363.921,79.733,333.601,-440.82,98.7461,343.398,-496.56,66.1559,323.706,-552.453,54.6751,303.234,,,,-260.285,109.316,324.12,235.744,128.897,320.559,-934.358,75.3748,339.513,408.683,133.498,330.766
34038,0,-91.5416,140.328,355.163,-139.75,119.658,313.398,-179.038,93.7768,258.962,-226.933,100.286,302.987,-292.463,89.8863,337.36,-362.625,79.1364,332.55,-440.054,98.1365,343.967,-495.797,67.0136,324.435,-551.717,54.7976,302.432,,,,-260.271,109.283,324.13,235.741,128.905,320.551,-934.396,75.1602,339.532,408.693,133.509,330.774
34039,0,-91.9452,140.466,354.881,-140.109,119.386,313.099,-178.361,93.8583,257.913,-226.474,99.9207,301.408,-291.038,90.326,337.829,-361.626,78.3726,332.289,-438.733,98.4373,344.009,-495.104,67.4342,325.139,-550.833,54.4624,301.882,,,,-260.269,109.337,324.143,235.738,128.899,320.552,-934.326,75.3571,339.513,408.691,133.52,330.753
34040,0,-92.5099,140.175,354.464,-140.164,119.926,312.389,-177.641,93.8064,256.76,-226.208,99.5719,299.837,-290.013,90.699,338.044,-360.617,78.2508,331.9,-437.769,98.9445,343.883,-494.352,68.1352,325.752,-549.945,54.737,301.125,,,,-260.28,109.272,324.118,235.738,128.897,320.545,-934.369,75.2679,339.52,408.692,133.522,330.762
34041,0,-92.9447,140.065,354.187,-140.618,120.132,311.769,-177.61,93.4016,255.652,-225.889,99.0573,298.379,-288.702,91.4057,338.649,-359.911,77.7004,331.529,-436.625,98.966,343.98,-493.841,68.4194,326.616,-549.263,54.6379,300.714,,,,-260.283,109.267,324.117,235.738,128.897,320.545,-934.391,75.1405,339.532,408.692,133.522,330.762
34042,0,-93.2697,139.892,353.703,-141.061,119.377,311.439,-177.588,93.1637,254.281,-225.287,98.9825,297.033,-287.207,92.0206,338.845,-358.644,77.6209,330.689,-435.391,99.3816,343.968,-493.142,68.7592,327.444,-548.277,54.2292,300.093,,,,-260.276,109.278,324.128,235.738,128.901,320.551,-934.325,75.3574,339.512,408.69,133.518,330.752
34043,0,-93.6196,139.623,353.016,-141.515,118.785,310.706,-177.351,93.1646,253.288,-225.132,98.5731,295.452,-286.035,93.1529,338.648,-357.695,76.8208,330.617,-434.56,99.0068,344.166,-492.51,69.6492,327.961,-547.585,54.155,299.394,,,,-260.223,109.318,324.137,235.725,128.9,320.553,-934.39,75.1471,339.531,408.682,133.511,330.775
34044,0,-94.1762,139.429,352.392,-141.561,118.994,310.232,-176.981,93.2066,252.227,-224.832,97.9605,293.928,-284.915,93.2214,339.157,-356.702,76.9939,329.947,-433.184,99.593,344.524,-492.018,69.5639,328.914,-546.758,53.7728,299.101,,,,-260.23,109.308,324.127,235.73,128.906,320.55,-934.391,75.1366,339.533,408.694,133.469,330.791
34045,0,-94.3532,139.353,351.717,-141.859,119.594,309.279,-176.883,92.9412,250.949,-224.907,97.2901,292.543,-283.744,93.6076,339.57,-355.94,76.4971,329.38,-432.436,99.1507,344.745,-491.014,70.7257,329.425,-545.398,53.3815,298.474,,,,-260.268,109.224,324.145,235.719,128.908,320.559,-934.391,75.1397,339.532,408.683,133.498,330.786
34046,0,-94.7581,139.024,351.036,-142.375,118.799,308.863,-176.953,92.7507,249.784,-224.819,96.9596,291.139,,,,-354.574,76.4777,329.038,-431.381,99.7521,344.848,-490.7,70.9471,330.25,-544.976,53.9424,298.178,,,,-260.302,109.19,324.139,235.739,128.903,320.558,-934.393,75.1373,339.52,408.692,133.481,330.777
34047,0,-95.1459,138.794,350.238,-142.772,118.831,308.218,-176.818,92.7291,248.472,-224.872,96.3276,289.511,-281.033,94.5716,339.499,-353.838,75.8526,328.956,-430.353,99.4646,344.969,-489.897,71.6226,330.887,-543.996,53.9067,297.545,,,,-260.315,109.185,324.16,235.716,128.904,320.559,-934.325,75.363,339.506,408.694,133.468,330.791
34048,0,-95.5307,138.648,349.463,-143.479,117.915,307.188,-176.898,92.5033,247.093,-225.021,95.7212,287.899,-279.987,94.9865,339.544,-352.743,76.204,328.65,-429.35,99.7886,344.994,-489.142,72.4826,331.475,-543.368,54.1941,297.27,,,,-260.367,109.137,324.159,235.742,128.907,320.558,-934.35,75.3743,339.505,408.681,133.513,330.773
34049,0,-95.9554,138.396,348.757,-143.51,117.651,306.693,-177.598,92.432,245.73,,,,,,,-351.569,76.0592,328.399,-428.379,98.8094,345.389,-488.78,72.5839,332.336,-542.217,54.7021,296.974,,,,-260.408,109.095,324.143,235.726,128.902,320.56,-934.391,75.1447,339.534,408.694,133.499,330.788
34050,0,-96.5889,138.097,347.873,-143.607,117.967,305.445,-176.994,92.0465,244.79,-224.946,94.7376,284.771,-277.194,95.1859,339.729,-350.693,75.6888,327.993,-427.438,98.5523,345.545,-488.057,73.6954,332.665,-541.534,53.7868,296.816,,,,-260.393,109.113,324.159,235.738,128.899,320.552,-934.391,75.1362,339.533,408.695,133.498,330.788
